timestamp,time_min,condition,solver_success,biomass_gdw_per_l,volume_ml,glucose_mmol_per_l,ammonium_mmol_per_l,sulfate_mmol_per_l,uracil_mmol_per_l,sodium_mmol_per_l,chloride_mmol_per_l,predicted_norm_od,observed_norm_od,observed_growth_rate_per_h
2026-08-03 14:55:00+00:00,0.0,nitrogen,True,0.08002036835671973,13.5,194.2760718488421,277.1772271190199,20.820320632937747,0.44610992148465384,21.74858634188778,21.156558533145272,0.5334691223781316,,
2026-08-03 15:00:00+00:00,5.0,nitrogen,True,0.08028264070812534,13.5,194.2727316999768,277.17555680344185,20.820284112046355,0.4460817879659015,21.74858530066655,21.156558194813922,0.5352176047208356,,
2026-08-03 15:05:00+00:00,10.0,nitrogen,True,0.08054574886812975,13.5,194.26938090673585,277.17388116490804,20.820247474770316,0.4460535647913514,21.748584256127167,21.156557855404383,0.536971659120865,0.5334691223781316,0.0012931886110263
2026-08-03 15:10:00+00:00,15.0,nitrogen,True,0.08080968935584443,13.5,194.26601951344978,277.17220022558695,20.82021072159434,0.4460252523343927,21.748583208283442,21.156557514921143,0.5387312623722962,0.445226427414193,0.0101791548789473
2026-08-03 15:15:00+00:00,20.0,nitrogen,True,0.08107446217126936,13.5,194.26264752011863,277.1705139854786,20.820173852518423,0.4459968505950255,21.748582157135374,21.1565571733642,0.5404964144751291,0.45003484355865,0.0529137338263166
2026-08-03 15:20:00+00:00,25.0,nitrogen,True,0.08134011286269932,13.5,194.25926434666556,277.1688221545027,20.82013686120006,0.44596835468735985,21.74858110250214,21.156556830674795,0.5422674190846621,0.4554948652694074,0.0884450228572777
2026-08-03 15:25:00+00:00,30.0,nitrogen,True,0.08160661996262272,13.5,194.2558702664884,277.167124869378,20.820099750628554,0.44593976691418,21.748580044468966,21.156556486880625,0.5440441330841516,0.4687731443891186,0.1107960179213898
2026-08-03 15:30:00+00:00,35.0,nitrogen,True,0.08187398243879597,13.5,194.2524652927332,277.16542213667833,20.820062520947644,0.44591108738621305,21.748578983039945,21.15655614198302,0.5458265495919732,0.4893652976652037,0.1185709597726666
2026-08-03 15:35:00+00:00,40.0,nitrogen,True,0.08214222335168885,13.5,194.24904913171514,277.1637138095402,20.82002516894621,0.4458823136298008,21.74857791812353,21.15655579595223,0.5476148223445924,0.4978614121722453,0.1218645218510188
2026-08-03 15:40:00+00:00,45.0,nitrogen,True,0.08241134432041866,13.5,194.24562176281407,277.161999877652,20.819987694398787,0.4458534454712632,21.74857684971329,21.15655544878617,0.5494089621361244,0.5004883672918596,0.109523757304228
2026-08-03 15:45:00+00:00,50.0,nitrogen,True,0.08268134880282767,13.5,194.24218314199288,277.16028031899214,20.819950096823884,0.4458244825396833,21.74857577779551,21.156555100480375,0.5512089920188511,0.4986432824688596,0.0899907767842456
