experiment,pioreactor_unit,timestamp,message,source,level,task,timestamp_localtime,hours_since_experiment_created
Pulse experiments,pioreactor01,2026-09-03T12:24:51.745Z,Exiting caused by signal Interrupt.,spectrometer_reading_plugin,DEBUG,spectrometer_reading,2026-09-03 18:09:51.745,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.746Z,Exiting PWM caused by signal Interrupt.,app,DEBUG,stirring,2026-09-03 18:09:51.746,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.762Z,Exiting caused by signal Interrupt.,app,DEBUG,od_reading,2026-09-03 18:09:51.762,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.764Z,Exiting caused by signal Interrupt.,app,DEBUG,co2_recorder,2026-09-03 18:09:51.764,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.765Z,Exiting caused by signal Interrupt.,app,DEBUG,growth_rate_calculating,2026-09-03 18:09:51.765,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.776Z,Disconnected.,spectrometer_reading_plugin,INFO,spectrometer_reading,2026-09-03 18:09:51.776,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.821Z,Disconnected successfully from MQTT.,spectrometer_reading_plugin,DEBUG,spectrometer_reading,2026-09-03 18:09:51.821,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.829Z,Disconnected.,app,INFO,growth_rate_calculating,2026-09-03 18:09:51.829,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.845Z,Disconnected.,app,INFO,od_reading,2026-09-03 18:09:51.845,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.853Z,Disconnected.,app,INFO,co2_recorder,2026-09-03 18:09:51.853,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.860Z,Disconnected successfully from MQTT.,app,DEBUG,growth_rate_calculating,2026-09-03 18:09:51.860,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.878Z,Disconnected successfully from MQTT.,app,DEBUG,co2_recorder,2026-09-03 18:09:51.878,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.884Z,Disconnected successfully from MQTT.,app,DEBUG,od_reading,2026-09-03 18:09:51.884,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.908Z,Cleaned up GPIO-17.,app,DEBUG,stirring,2026-09-03 18:09:51.908,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:51.912Z,Exiting caused by signal Interrupt.,app,DEBUG,stirring,2026-09-03 18:09:51.912,1586.053333333333
Pulse experiments,pioreactor01,2026-09-03T12:24:52.038Z,Disconnected.,app,INFO,stirring,2026-09-03 18:09:52.038,1586.053611111111
Pulse experiments,pioreactor01,2026-09-03T12:24:52.087Z,Disconnected successfully from MQTT.,app,DEBUG,stirring,2026-09-03 18:09:52.087,1586.053611111111
Pulse experiments,pioreactor01,2026-09-03T12:26:14.078Z,Init.,app,DEBUG,stirring,2026-09-03 18:11:14.078,1586.076388888889
Pulse experiments,pioreactor01,2026-09-03T12:26:14.144Z,Operating with RPM feedback loop.,app,DEBUG,stirring,2026-09-03 18:11:14.144,1586.076388888889
Pulse experiments,pioreactor01,2026-09-03T12:26:14.154Z,"Initialized GPIO-17 using software-timing, initial frequency = 200.0 hz.",app,DEBUG,stirring,2026-09-03 18:11:14.154,1586.076388888889
Pulse experiments,pioreactor01,2026-09-03T12:26:14.211Z,Dodging disabled; running continuously.,app,DEBUG,stirring,2026-09-03 18:11:14.211,1586.076388888889
Pulse experiments,pioreactor01,2026-09-03T12:26:14.213Z,Starting initialize_continuous_operation,app,DEBUG,stirring,2026-09-03 18:11:14.213,1586.076388888889
Pulse experiments,pioreactor01,2026-09-03T12:26:14.776Z,Finished initialize_continuous_operation,app,DEBUG,stirring,2026-09-03 18:11:14.776,1586.076388888889
Pulse experiments,pioreactor01,2026-09-03T12:26:14.824Z,Ready.,app,INFO,stirring,2026-09-03 18:11:14.824,1586.076388888889
Pulse experiments,pioreactor01,2026-09-03T12:26:14.827Z,stirring is blocking until RPM is near 500.0.,app,DEBUG,stirring,2026-09-03 18:11:14.827,1586.076388888889
Pulse experiments,pioreactor01,2026-09-03T12:26:18.336Z,"Stirring RPM is 0 - attempting to restart it automatically. It may be a temporary stall, target RPM may be too low, insufficient power applied to fan, or not reading sensor correctly.",app,WARNING,stirring,2026-09-03 18:11:18.336,1586.0775
Pulse experiments,pioreactor01,2026-09-03T12:26:18.341Z,Kicking stirring,app,DEBUG,stirring,2026-09-03 18:11:18.341,1586.0775
Pulse experiments,pioreactor01,2026-09-03T12:26:21.722Z,"Stirring RPM is 0 - attempting to restart it automatically. It may be a temporary stall, target RPM may be too low, insufficient power applied to fan, or not reading sensor correctly.",app,WARNING,stirring,2026-09-03 18:11:21.722,1586.078333333333
Pulse experiments,pioreactor01,2026-09-03T12:26:21.728Z,Kicking stirring,app,DEBUG,stirring,2026-09-03 18:11:21.728,1586.078333333333
Pulse experiments,pioreactor01,2026-09-03T12:26:25.103Z,"Stirring RPM is 0 - attempting to restart it automatically. It may be a temporary stall, target RPM may be too low, insufficient power applied to fan, or not reading sensor correctly.",app,WARNING,stirring,2026-09-03 18:11:25.103,1586.079444444444
Pulse experiments,pioreactor01,2026-09-03T12:26:25.108Z,Kicking stirring,app,DEBUG,stirring,2026-09-03 18:11:25.108,1586.079444444444
Pulse experiments,pioreactor01,2026-09-03T12:26:28.484Z,"Stirring RPM is 0 - attempting to restart it automatically. It may be a temporary stall, target RPM may be too low, insufficient power applied to fan, or not reading sensor correctly.",app,WARNING,stirring,2026-09-03 18:11:28.484,1586.080277777778
Pulse experiments,pioreactor01,2026-09-03T12:26:28.490Z,Kicking stirring,app,DEBUG,stirring,2026-09-03 18:11:28.490,1586.080277777778
Pulse experiments,pioreactor01,2026-09-03T12:26:31.862Z,"Stirring RPM is 0 - attempting to restart it automatically. It may be a temporary stall, target RPM may be too low, insufficient power applied to fan, or not reading sensor correctly.",app,WARNING,stirring,2026-09-03 18:11:31.862,1586.081111111111
Pulse experiments,pioreactor01,2026-09-03T12:26:31.868Z,Kicking stirring,app,DEBUG,stirring,2026-09-03 18:11:31.868,1586.081111111111
Pulse experiments,pioreactor01,2026-09-03T12:26:35.233Z,"Stirring RPM is 0 - attempting to restart it automatically. It may be a temporary stall, target RPM may be too low, insufficient power applied to fan, or not reading sensor correctly.",app,WARNING,stirring,2026-09-03 18:11:35.233,1586.082222222222
Pulse experiments,pioreactor01,2026-09-03T12:26:35.238Z,Kicking stirring,app,DEBUG,stirring,2026-09-03 18:11:35.238,1586.082222222222
Pulse experiments,pioreactor01,2026-09-03T12:26:38.614Z,"Stirring RPM is 0 - attempting to restart it automatically. It may be a temporary stall, target RPM may be too low, insufficient power applied to fan, or not reading sensor correctly.",app,WARNING,stirring,2026-09-03 18:11:38.614,1586.083055555556
Pulse experiments,pioreactor01,2026-09-03T12:26:38.620Z,Kicking stirring,app,DEBUG,stirring,2026-09-03 18:11:38.620,1586.083055555556
Pulse experiments,pioreactor01,2026-09-03T12:26:42.003Z,"Stirring RPM is 0 - attempting to restart it automatically. It may be a temporary stall, target RPM may be too low, insufficient power applied to fan, or not reading sensor correctly.",app,WARNING,stirring,2026-09-03 18:11:42.003,1586.084166666667
Pulse experiments,pioreactor01,2026-09-03T12:26:42.010Z,Kicking stirring,app,DEBUG,stirring,2026-09-03 18:11:42.010,1586.084166666667
Pulse experiments,pioreactor01,2026-09-03T12:26:45.383Z,"Stirring RPM is 0 - attempting to restart it automatically. It may be a temporary stall, target RPM may be too low, insufficient power applied to fan, or not reading sensor correctly.",app,WARNING,stirring,2026-09-03 18:11:45.383,1586.085
Pulse experiments,pioreactor01,2026-09-03T12:26:45.388Z,Kicking stirring,app,DEBUG,stirring,2026-09-03 18:11:45.388,1586.085
Pulse experiments,pioreactor01,2026-09-03T12:26:48.764Z,"Stirring RPM is 0 - attempting to restart it automatically. It may be a temporary stall, target RPM may be too low, insufficient power applied to fan, or not reading sensor correctly.",app,WARNING,stirring,2026-09-03 18:11:48.764,1586.085833333333
Pulse experiments,pioreactor01,2026-09-03T12:26:48.770Z,Kicking stirring,app,DEBUG,stirring,2026-09-03 18:11:48.770,1586.085833333333
Pulse experiments,pioreactor01,2026-09-03T12:26:52.133Z,"Stirring RPM is 0 - attempting to restart it automatically. It may be a temporary stall, target RPM may be too low, insufficient power applied to fan, or not reading sensor correctly.",app,WARNING,stirring,2026-09-03 18:11:52.133,1586.086944444444
Pulse experiments,pioreactor01,2026-09-03T12:26:52.138Z,Kicking stirring,app,DEBUG,stirring,2026-09-03 18:11:52.138,1586.086944444444
