experiment,pioreactor_unit,timestamp,event_name,message,data,timestamp_localtime,hours_since_experiment_created
Pulse experiments,pioreactor01,2026-09-03T12:35:02.017Z,UpdatedHeaterDC,delta_dc=-13.0,"{""current_dc"": 0.0, ""delta_dc"": -13.0, ""target_temperature"": 28.0, ""latest_temperature"": 33.0}",2026-09-03 18:20:02.017,1586.223055555555
Pulse experiments,pioreactor01,2026-09-03T12:38:28.769Z,UpdatedHeaterDC,delta_dc=-11.848000000000024,"{""current_dc"": 0.0, ""delta_dc"": -11.848000000000024, ""target_temperature"": 28.0, ""latest_temperature"": 32.84}",2026-09-03 18:23:28.769,1586.280277777778
Pulse experiments,pioreactor01,2026-09-03T12:41:52.411Z,UpdatedHeaterDC,delta_dc=-11.503999999999968,"{""current_dc"": 0.0, ""delta_dc"": -11.503999999999968, ""target_temperature"": 28.0, ""latest_temperature"": 32.69}",2026-09-03 18:26:52.411,1586.336944444444
Pulse experiments,pioreactor01,2026-09-03T12:45:13.992Z,UpdatedHeaterDC,delta_dc=-11.689999999999992,"{""current_dc"": 0.0, ""delta_dc"": -11.689999999999992, ""target_temperature"": 28.0, ""latest_temperature"": 32.62}",2026-09-03 18:30:13.992,1586.392777777778
Pulse experiments,pioreactor01,2026-09-03T12:48:31.227Z,UpdatedHeaterDC,delta_dc=-11.148000000000012,"{""current_dc"": 0.0, ""delta_dc"": -11.148000000000012, ""target_temperature"": 28.0, ""latest_temperature"": 32.5}",2026-09-03 18:33:31.227,1586.447777777778
Pulse experiments,pioreactor01,2026-09-03T12:51:52.469Z,UpdatedHeaterDC,delta_dc=-11.340000000000021,"{""current_dc"": 0.0, ""delta_dc"": -11.340000000000021, ""target_temperature"": 28.0, ""latest_temperature"": 32.45}",2026-09-03 18:36:52.469,1586.503611111111
Pulse experiments,pioreactor01,2026-09-03T12:55:11.542Z,UpdatedHeaterDC,delta_dc=-11.066000000000006,"{""current_dc"": 0.0, ""delta_dc"": -11.066000000000006, ""target_temperature"": 28.0, ""latest_temperature"": 32.38}",2026-09-03 18:40:11.542,1586.558888888889
Pulse experiments,pioreactor01,2026-09-03T12:58:30.763Z,UpdatedHeaterDC,delta_dc=-10.884000000000006,"{""current_dc"": 0.0, ""delta_dc"": -10.884000000000006, ""target_temperature"": 28.0, ""latest_temperature"": 32.31}",2026-09-03 18:43:30.763,1586.614166666667
Pulse experiments,pioreactor01,2026-09-03T13:01:54.196Z,UpdatedHeaterDC,delta_dc=-11.206000000000007,"{""current_dc"": 0.0, ""delta_dc"": -11.206000000000007, ""target_temperature"": 28.0, ""latest_temperature"": 32.31}",2026-09-03 18:46:54.196,1586.670833333333
Pulse experiments,pioreactor01,2026-09-03T13:05:10.141Z,UpdatedHeaterDC,delta_dc=-10.845999999999975,"{""current_dc"": 0.0, ""delta_dc"": -10.845999999999975, ""target_temperature"": 28.0, ""latest_temperature"": 32.26}",2026-09-03 18:50:10.141,1586.725277777778
Pulse experiments,pioreactor01,2026-09-03T13:08:34.662Z,UpdatedHeaterDC,delta_dc=-10.932000000000025,"{""current_dc"": 0.0, ""delta_dc"": -10.932000000000025, ""target_temperature"": 28.0, ""latest_temperature"": 32.24}",2026-09-03 18:53:34.662,1586.781944444444
Pulse experiments,pioreactor01,2026-09-03T13:11:58.269Z,UpdatedHeaterDC,delta_dc=-10.663999999999975,"{""current_dc"": 0.0, ""delta_dc"": -10.663999999999975, ""target_temperature"": 28.0, ""latest_temperature"": 32.19}",2026-09-03 18:56:58.269,1586.838611111111
Pulse experiments,pioreactor01,2026-09-03T13:15:09.839Z,UpdatedHeaterDC,delta_dc=-10.750000000000023,"{""current_dc"": 0.0, ""delta_dc"": -10.750000000000023, ""target_temperature"": 28.0, ""latest_temperature"": 32.17}",2026-09-03 19:00:09.839,1586.891666666667
Pulse experiments,pioreactor01,2026-09-03T13:19:32.155Z,UpdatedHeaterDC,delta_dc=-8.125,"{""current_dc"": 0.0, ""delta_dc"": -8.125, ""target_temperature"": 30.0, ""latest_temperature"": 32.125}",2026-09-03 19:04:32.155,1586.964722222222
