measured_temp_c,OD_45,OD_90,OD_135,nm_415,nm_445,nm_480,nm_515,nm_555,nm_590,nm_630,nm_680,growth_rate,norm_od,co2_ppm,co2_temp_c,humidity,commanded_target_temp_c
0.9364062499999974,0.03287380398178957,-0.0022924958113937355,-0.006827701462208846,-0.000758433024088543,-0.007052693684895833,-0.008467885335286474,-0.008618448893229158,-0.0096318359375,-0.009587738037109383,-0.009126902262369785,-0.0057494405110677105,-0.03548443487287972,-0.009673014776843791,63.15625,0.5990000000000002,-0.9977187500000042,32.0
-0.12304166666666916,0.020639822273804953,-0.0017205931276583764,-0.004377832544202098,-0.0004945393880208294,-0.004732820638020829,-0.005526342773437498,-0.005285343424479172,-0.00588898925781256,-0.005904654947916643,-0.005620328776041683,-0.0035413655598958427,-0.04867943663110116,-0.019657961128241974,14.902499999999918,0.01872499999999988,-0.0309999999999917,34.0
-0.209479166666668,0.00838343994012497,-0.0008801127361822147,-0.0015427651733673775,-8.976915147569306e-05,-0.0012215847439235872,-0.0013765123155381476,-0.0007434421115451451,-0.0006681111653645821,-0.0006926472981771403,-0.0007197604709202055,-0.0004888983832465332,-0.014049711766950253,-0.02203389725960525,-20.29166666666663,-0.12272916666666944,0.26964583333334247,32.0
-0.2444345238095238,-0.005394940583950347,0.0003526392169688197,0.0013920732270369107,0.00024682617187499895,0.0020393996465773445,0.002441627139136926,0.0029660005115327293,0.0034110688709078074,0.003393461681547638,0.003179902576264937,0.001955868675595246,0.06459327886767056,-0.002144070097160944,-9.130357142857179,-0.16230357142856988,0.4407500000000084,29.0
-0.15940104166666913,-0.018378240556591874,0.0011289817546682457,0.00397235694738568,0.0005299886067708336,0.005006668090820343,0.0058373413085937575,0.00585107421875003,0.006428126017252567,0.006435938517252604,0.006117808024088567,0.003835906982421894,0.05488461588034761,0.017505217889575708,-15.6328125,-0.13034375000000153,0.3036249999999967,26.0
-0.08927083333333385,-0.012695932899302376,0.0014824078066083546,0.002547542161661226,0.0003429209391276056,0.0035574289957682192,0.004230621337890594,0.003624211629231766,0.004038101196289057,0.004225921630859386,0.0041581013997396,0.002672581990559919,-0.010113087408802866,0.014799384482387268,-31.251562499999977,-0.07045312500000378,-0.09432812500000409,24.0
0.015312500000000284,-0.005174851285715654,0.0017261306030073031,0.0005123160864958232,2.0070393880206733e-05,0.0006392466227213567,0.000789815266927063,1.9963582356785636e-05,-0.0001562042236327721,-3.043111165368373e-05,8.634948730468217e-05,0.0001041819254557208,-0.045432427491070675,0.0012505330811182769,-21.2734375,-0.012421874999994031,-0.24265624999999602,26.0
-0.05218749999999872,-0.007299603265125576,0.0012618000020871989,0.0007474161233947674,-5.463155110677076e-05,-0.00010540262858071969,-0.00019760640462235246,-0.0007108764648436905,-0.0008198343912760864,-0.0008432617187500435,-0.0007758789062500271,-0.0004894816080729114,0.004852059738666467,0.004493820836642071,16.285937499999932,-0.009312500000000057,-0.32825000000001125,29.0
0.07635416666666472,-0.007585060381925746,0.0012441624542229301,0.000981480979774213,-2.428690592447963e-05,-9.053039550782627e-05,-0.0001447601318358971,-0.00042785135904949145,-0.0004953155517578578,-0.0005253499348958357,-0.0005383249918620159,-0.00032753499348955883,0.005318632835001988,0.005933560182906861,45.9609375,0.06781250000000227,-0.6509218749999803,32.0
0.10531249999999659,-0.008516032654716899,0.0007194320097950735,0.001470773099605971,4.626464843749539e-05,0.0003062845865885455,0.00041630554199217906,0.0003210957845051765,0.00032130940755215054,0.00024680074055988266,0.00020503743489586057,0.00017698160807289032,0.009712176348840806,0.009104213108024173,60.72968750000007,0.0015312499999957652,-0.34582812499999704,34.0
-0.027812499999999574,-0.00809246053512186,2.8998907746879965e-05,0.0016098048241369733,8.48948160807328e-05,0.0006520690917968253,0.0008418680826822733,0.000810582478841082,0.0009180755615234015,0.0007924296061198599,0.0007701161702474146,0.00048416137695311834,0.0006677500708091727,0.008823707476327047,-44.51111550632913,-0.029073378164554242,-0.07086194620252684,32.0
-0.07312499999999744,-0.008307609789789061,-0.0005551377752758269,0.002295379577455209,0.00016913859049478425,0.0014715677897135793,0.0017787322998046862,0.0018868560791016065,0.0020873870849609233,0.0019021453857421822,0.001794662475585962,0.0011498057047525656,0.009312225595803011,0.013764410809224914,-57.79392800632911,-0.25205775316455714,1.2924661787974685,29.0
-0.09916666666666885,-0.006547231395558684,-0.0004913880573529927,0.002049430430942051,0.0001396528470983191,0.0012654285529588583,0.0014311723504698004,0.001674820837230917,0.0019026150587128643,0.001731321482859316,0.0015609352918175001,0.0009667452342053684,-0.006289958960455741,0.011936455591699202,84.90888449367094,-0.1016244198312215,0.760028678797454,26.0
0.013571428571427901,-0.0076894775359885315,-0.001189484579841693,0.002638898023916786,0.00020295565338022264,0.0019438440344826668,0.002135009378959496,0.0022941207168800104,0.0024607650987223395,0.0022762547322707216,0.0021186719090265926,0.0013096217390174414,-0.010681054618234036,0.015252715757313129,-93.21877938517173,0.026248402652200298,0.4849640596745104,24.0
