experiment,pioreactor_unit,timestamp,co2_reading_ppm,temperature_c,relative_humidity,timestamp_localtime,hours_since_experiment_created
Pulse experiments,pioreactor01,2026-08-21T17:22:23.737Z,1059.0,,,2026-08-21 23:07:23.737,1279.012222222222
Pulse experiments,pioreactor01,2026-08-21T17:22:53.722Z,959.0,29.87,67.01,2026-08-21 23:07:53.722,1279.020555555556
Pulse experiments,pioreactor01,2026-08-21T17:23:23.724Z,916.0,29.82,66.96,2026-08-21 23:08:23.724,1279.028888888889
Pulse experiments,pioreactor01,2026-08-21T17:23:53.722Z,885.0,29.77,66.97,2026-08-21 23:08:53.722,1279.037222222222
Pulse experiments,pioreactor01,2026-08-21T17:24:23.737Z,837.0,29.75,66.98,2026-08-21 23:09:23.737,1279.045555555556
Pulse experiments,pioreactor01,2026-08-21T17:24:53.731Z,826.0,29.72,67.09,2026-08-21 23:09:53.731,1279.053888888889
Pulse experiments,pioreactor01,2026-08-21T17:25:23.720Z,806.0,29.72,67.04,2026-08-21 23:10:23.720,1279.062222222222
Pulse experiments,pioreactor01,2026-08-21T17:25:53.721Z,789.0,29.79,66.95,2026-08-21 23:10:53.721,1279.070555555556
Pulse experiments,pioreactor01,2026-08-21T17:26:23.722Z,782.0,29.82,66.89,2026-08-21 23:11:23.722,1279.078888888889
Pulse experiments,pioreactor01,2026-08-21T17:26:53.721Z,777.0,29.87,66.72,2026-08-21 23:11:53.721,1279.087222222222
Pulse experiments,pioreactor01,2026-08-21T17:27:23.721Z,772.0,29.93,66.61,2026-08-21 23:12:23.721,1279.095555555556
Pulse experiments,pioreactor01,2026-08-21T17:27:53.722Z,768.0,29.96,66.67,2026-08-21 23:12:53.722,1279.103888888889
Pulse experiments,pioreactor01,2026-08-21T17:28:23.723Z,767.0,30.01,66.74,2026-08-21 23:13:23.723,1279.112222222222
Pulse experiments,pioreactor01,2026-08-21T17:28:53.726Z,769.0,30.06,66.68,2026-08-21 23:13:53.726,1279.120555555555
Pulse experiments,pioreactor01,2026-08-21T17:29:23.723Z,762.0,30.12,66.56,2026-08-21 23:14:23.723,1279.128888888889
Pulse experiments,pioreactor01,2026-08-21T17:29:53.731Z,763.0,30.2,66.42,2026-08-21 23:14:53.731,1279.137222222222
Pulse experiments,pioreactor01,2026-08-21T17:30:23.722Z,762.0,30.24,66.13,2026-08-21 23:15:23.722,1279.145555555556
Pulse experiments,pioreactor01,2026-08-21T17:30:53.722Z,755.0,30.29,66.03,2026-08-21 23:15:53.722,1279.153888888889
Pulse experiments,pioreactor01,2026-08-21T17:31:23.723Z,755.0,30.33,66.0,2026-08-21 23:16:23.723,1279.162222222222
Pulse experiments,pioreactor01,2026-08-21T17:31:53.723Z,761.0,30.39,66.11,2026-08-21 23:16:53.723,1279.170555555556
Pulse experiments,pioreactor01,2026-08-21T17:32:23.725Z,763.0,30.45,66.0,2026-08-21 23:17:23.725,1279.178888888889
Pulse experiments,pioreactor01,2026-08-21T17:32:53.723Z,765.0,30.52,65.81,2026-08-21 23:17:53.723,1279.187222222222
Pulse experiments,pioreactor01,2026-08-21T17:33:23.724Z,766.0,30.57,65.53,2026-08-21 23:18:23.724,1279.195555555556
Pulse experiments,pioreactor01,2026-08-21T17:33:53.723Z,763.0,30.58,65.34,2026-08-21 23:18:53.723,1279.203888888889
Pulse experiments,pioreactor01,2026-08-21T17:34:23.723Z,762.0,30.65,65.31,2026-08-21 23:19:23.723,1279.212222222222
Pulse experiments,pioreactor01,2026-08-21T17:34:53.756Z,759.0,30.67,65.39,2026-08-21 23:19:53.756,1279.220555555556
