experiment,pioreactor_unit,timestamp,event_name,message,data,timestamp_localtime,hours_since_experiment_created
Pulse experiments,pioreactor01,2026-09-03T04:24:28.555Z,UpdatedHeaterDC,delta_dc=-9.99375,"{""current_dc"": 0.0, ""delta_dc"": -9.99375, ""target_temperature"": 28.0, ""latest_temperature"": 31.84375}",2026-09-03 10:09:28.555,1578.046944444445
Pulse experiments,pioreactor01,2026-09-03T04:27:54.863Z,UpdatedHeaterDC,delta_dc=-6.654749999999995,"{""current_dc"": 0.0, ""delta_dc"": -6.654749999999995, ""target_temperature"": 28.0, ""latest_temperature"": 31.38}",2026-09-03 10:12:54.863,1578.104166666667
Pulse experiments,pioreactor01,2026-09-03T04:31:14.775Z,UpdatedHeaterDC,delta_dc=-6.412000000000011,"{""current_dc"": 0.0, ""delta_dc"": -6.412000000000011, ""target_temperature"": 28.0, ""latest_temperature"": 31.05}",2026-09-03 10:16:14.775,1578.159722222222
Pulse experiments,pioreactor01,2026-09-03T04:34:34.810Z,UpdatedHeaterDC,delta_dc=-5.769999999999997,"{""current_dc"": 0.0, ""delta_dc"": -5.769999999999997, ""target_temperature"": 28.0, ""latest_temperature"": 30.75}",2026-09-03 10:19:34.810,1578.215277777778
Pulse experiments,pioreactor01,2026-09-03T04:37:54.775Z,UpdatedHeaterDC,delta_dc=-5.781999999999991,"{""current_dc"": 0.0, ""delta_dc"": -5.781999999999991, ""target_temperature"": 28.0, ""latest_temperature"": 30.56}",2026-09-03 10:22:54.775,1578.270833333333
Pulse experiments,pioreactor01,2026-09-03T04:41:14.764Z,UpdatedHeaterDC,delta_dc=-5.359999999999999,"{""current_dc"": 0.0, ""delta_dc"": -5.359999999999999, ""target_temperature"": 28.0, ""latest_temperature"": 30.38}",2026-09-03 10:26:14.764,1578.326388888889
Pulse experiments,pioreactor01,2026-09-03T04:44:34.764Z,UpdatedHeaterDC,delta_dc=-4.8200000000000145,"{""current_dc"": 0.0, ""delta_dc"": -4.8200000000000145, ""target_temperature"": 28.0, ""latest_temperature"": 30.19}",2026-09-03 10:29:34.764,1578.381944444444
Pulse experiments,pioreactor01,2026-09-03T04:47:54.851Z,UpdatedHeaterDC,delta_dc=-4.8299999999999965,"{""current_dc"": 0.0, ""delta_dc"": -4.8299999999999965, ""target_temperature"": 28.0, ""latest_temperature"": 30.07}",2026-09-03 10:32:54.851,1578.4375
Pulse experiments,pioreactor01,2026-09-03T04:51:14.775Z,UpdatedHeaterDC,delta_dc=-4.877999999999999,"{""current_dc"": 0.0, ""delta_dc"": -4.877999999999999, ""target_temperature"": 28.0, ""latest_temperature"": 30.0}",2026-09-03 10:36:14.775,1578.493055555556
Pulse experiments,pioreactor01,2026-09-03T04:54:34.775Z,UpdatedHeaterDC,delta_dc=-4.768000000000009,"{""current_dc"": 0.0, ""delta_dc"": -4.768000000000009, ""target_temperature"": 28.0, ""latest_temperature"": 29.94}",2026-09-03 10:39:34.775,1578.548611111111
Pulse experiments,pioreactor01,2026-09-03T04:57:54.775Z,UpdatedHeaterDC,delta_dc=-4.107999999999985,"{""current_dc"": 0.0, ""delta_dc"": -4.107999999999985, ""target_temperature"": 28.0, ""latest_temperature"": 29.81}",2026-09-03 10:42:54.775,1578.604166666667
Pulse experiments,pioreactor01,2026-09-03T05:01:14.765Z,UpdatedHeaterDC,delta_dc=-4.274000000000005,"{""current_dc"": 0.0, ""delta_dc"": -4.274000000000005, ""target_temperature"": 28.0, ""latest_temperature"": 29.75}",2026-09-03 10:46:14.765,1578.659722222222
Pulse experiments,pioreactor01,2026-09-03T05:04:34.765Z,UpdatedHeaterDC,delta_dc=-4.118000000000009,"{""current_dc"": 0.0, ""delta_dc"": -4.118000000000009, ""target_temperature"": 28.0, ""latest_temperature"": 29.69}",2026-09-03 10:49:34.765,1578.715277777778
Pulse experiments,pioreactor01,2026-09-03T05:07:54.754Z,UpdatedHeaterDC,delta_dc=-3.890000000000001,"{""current_dc"": 0.0, ""delta_dc"": -3.890000000000001, ""target_temperature"": 28.0, ""latest_temperature"": 29.62}",2026-09-03 10:52:54.754,1578.770833333333
Pulse experiments,pioreactor01,2026-09-03T05:11:14.764Z,UpdatedHeaterDC,delta_dc=-3.779999999999986,"{""current_dc"": 0.0, ""delta_dc"": -3.779999999999986, ""target_temperature"": 28.0, ""latest_temperature"": 29.56}",2026-09-03 10:56:14.764,1578.826388888889
Pulse experiments,pioreactor01,2026-09-03T05:14:34.765Z,UpdatedHeaterDC,delta_dc=-3.984000000000011,"{""current_dc"": 0.0, ""delta_dc"": -3.984000000000011, ""target_temperature"": 28.0, ""latest_temperature"": 29.55}",2026-09-03 10:59:34.765,1578.881944444444
Pulse experiments,pioreactor01,2026-09-03T05:17:54.776Z,UpdatedHeaterDC,delta_dc=-3.6699999999999973,"{""current_dc"": 0.0, ""delta_dc"": -3.6699999999999973, ""target_temperature"": 28.0, ""latest_temperature"": 29.5}",2026-09-03 11:02:54.776,1578.9375
Pulse experiments,pioreactor01,2026-09-03T05:21:14.785Z,UpdatedHeaterDC,delta_dc=-3.8279999999999887,"{""current_dc"": 0.0, ""delta_dc"": -3.8279999999999887, ""target_temperature"": 28.0, ""latest_temperature"": 29.49}",2026-09-03 11:06:14.785,1578.993055555556
Pulse experiments,pioreactor01,2026-09-03T05:24:34.755Z,UpdatedHeaterDC,delta_dc=-3.514000000000016,"{""current_dc"": 0.0, ""delta_dc"": -3.514000000000016, ""target_temperature"": 28.0, ""latest_temperature"": 29.44}",2026-09-03 11:09:34.755,1579.048611111111
Pulse experiments,pioreactor01,2026-09-03T05:27:54.767Z,UpdatedHeaterDC,delta_dc=-3.7440000000000033,"{""current_dc"": 0.0, ""delta_dc"": -3.7440000000000033, ""target_temperature"": 28.0, ""latest_temperature"": 29.44}",2026-09-03 11:12:54.767,1579.104166666667
Pulse experiments,pioreactor01,2026-09-03T05:31:14.775Z,UpdatedHeaterDC,delta_dc=-3.671999999999992,"{""current_dc"": 0.0, ""delta_dc"": -3.671999999999992, ""target_temperature"": 28.0, ""latest_temperature"": 29.43}",2026-09-03 11:16:14.775,1579.159722222222
Pulse experiments,pioreactor01,2026-09-03T05:35:44.915Z,UpdatedHeaterDC,delta_dc=-0.9879999999999974,"{""current_dc"": 0.0, ""delta_dc"": -0.9879999999999974, ""target_temperature"": 30.0, ""latest_temperature"": 29.38}",2026-09-03 11:20:44.915,1579.234722222222
Pulse experiments,pioreactor01,2026-09-03T05:39:04.886Z,UpdatedHeaterDC,delta_dc=-0.7720000000000148,"{""current_dc"": 0.0, ""delta_dc"": -0.7720000000000148, ""target_temperature"": 30.0, ""latest_temperature"": 29.35}",2026-09-03 11:24:04.886,1579.290277777778
Pulse experiments,pioreactor01,2026-09-03T05:42:24.875Z,UpdatedHeaterDC,delta_dc=-0.6939999999999955,"{""current_dc"": 0.0, ""delta_dc"": -0.6939999999999955, ""target_temperature"": 28.0, ""latest_temperature"": 29.32}",2026-09-03 11:27:24.875,1579.345833333333
Pulse experiments,pioreactor01,2026-09-03T05:45:44.925Z,UpdatedHeaterDC,delta_dc=-0.9039999999999864,"{""current_dc"": 0.0, ""delta_dc"": -0.9039999999999864, ""target_temperature"": 28.0, ""latest_temperature"": 29.33}",2026-09-03 11:30:44.925,1579.401388888889
Pulse experiments,pioreactor01,2026-09-03T05:49:04.925Z,UpdatedHeaterDC,delta_dc=-1.0740000000000038,"{""current_dc"": 0.0, ""delta_dc"": -1.0740000000000038, ""target_temperature"": 28.0, ""latest_temperature"": 29.36}",2026-09-03 11:34:04.925,1579.456944444444
Pulse experiments,pioreactor01,2026-09-03T05:52:24.894Z,UpdatedHeaterDC,delta_dc=-0.5759999999999934,"{""current_dc"": 0.0, ""delta_dc"": -0.5759999999999934, ""target_temperature"": 28.0, ""latest_temperature"": 29.31}",2026-09-03 11:37:24.894,1579.5125
Pulse experiments,pioreactor01,2026-09-03T05:55:44.875Z,UpdatedHeaterDC,delta_dc=-0.8059999999999967,"{""current_dc"": 0.0, ""delta_dc"": -0.8059999999999967, ""target_temperature"": 28.0, ""latest_temperature"": 29.31}",2026-09-03 11:40:44.875,1579.568055555555
Pulse experiments,pioreactor01,2026-09-03T05:59:04.886Z,UpdatedHeaterDC,delta_dc=-0.8059999999999967,"{""current_dc"": 0.0, ""delta_dc"": -0.8059999999999967, ""target_temperature"": 28.0, ""latest_temperature"": 29.31}",2026-09-03 11:44:04.886,1579.623611111111
Pulse experiments,pioreactor01,2026-09-03T06:02:24.868Z,UpdatedHeaterDC,delta_dc=-0.8059999999999967,"{""current_dc"": 0.0, ""delta_dc"": -0.8059999999999967, ""target_temperature"": 28.0, ""latest_temperature"": 29.31}",2026-09-03 11:47:24.868,1579.679166666667
Pulse experiments,pioreactor01,2026-09-03T06:05:44.867Z,UpdatedHeaterDC,delta_dc=-0.8059999999999967,"{""current_dc"": 0.0, ""delta_dc"": -0.8059999999999967, ""target_temperature"": 28.0, ""latest_temperature"": 29.31}",2026-09-03 11:50:44.867,1579.734722222222
Pulse experiments,pioreactor01,2026-09-03T06:09:04.896Z,UpdatedHeaterDC,delta_dc=-0.9499999999999935,"{""current_dc"": 0.0, ""delta_dc"": -0.9499999999999935, ""target_temperature"": 28.0, ""latest_temperature"": 29.33}",2026-09-03 11:54:04.896,1579.790277777778
Pulse experiments,pioreactor01,2026-09-03T06:12:25.189Z,UpdatedHeaterDC,delta_dc=-0.8579999999999955,"{""current_dc"": 0.0, ""delta_dc"": -0.8579999999999955, ""target_temperature"": 28.0, ""latest_temperature"": 29.33}",2026-09-03 11:57:25.189,1579.846111111111
Pulse experiments,pioreactor01,2026-09-03T06:15:44.887Z,UpdatedHeaterDC,delta_dc=-0.7860000000000099,"{""current_dc"": 0.0, ""delta_dc"": -0.7860000000000099, ""target_temperature"": 28.0, ""latest_temperature"": 29.32}",2026-09-03 12:00:44.887,1579.901388888889
Pulse experiments,pioreactor01,2026-09-03T06:19:04.877Z,UpdatedHeaterDC,delta_dc=-0.7599999999999896,"{""current_dc"": 0.0, ""delta_dc"": -0.7599999999999896, ""target_temperature"": 28.0, ""latest_temperature"": 29.31}",2026-09-03 12:04:04.877,1579.956944444444
Pulse experiments,pioreactor01,2026-09-03T06:22:24.876Z,UpdatedHeaterDC,delta_dc=-0.8059999999999967,"{""current_dc"": 0.0, ""delta_dc"": -0.8059999999999967, ""target_temperature"": 28.0, ""latest_temperature"": 29.31}",2026-09-03 12:07:24.876,1580.0125
