experiment,pioreactor_unit,timestamp,co2_reading_ppm,temperature_c,relative_humidity,timestamp_localtime,hours_since_experiment_created
Pulse experiments,pioreactor01,2026-08-31T17:45:05.118Z,789.0,31.53,62.88,2026-08-31 23:30:05.118,1519.390555555555
Pulse experiments,pioreactor01,2026-08-31T17:45:35.120Z,794.0,31.54,62.88,2026-08-31 23:30:35.120,1519.398888888889
Pulse experiments,pioreactor01,2026-08-31T17:46:05.119Z,796.0,31.53,62.92,2026-08-31 23:31:05.119,1519.407222222222
Pulse experiments,pioreactor01,2026-08-31T17:46:35.141Z,798.0,31.52,62.9,2026-08-31 23:31:35.141,1519.415555555556
Pulse experiments,pioreactor01,2026-08-31T17:47:05.413Z,796.0,31.54,62.87,2026-08-31 23:32:05.413,1519.423888888889
Pulse experiments,pioreactor01,2026-08-31T17:47:35.119Z,1370.0,31.52,62.93,2026-08-31 23:32:35.119,1519.432222222222
Pulse experiments,pioreactor01,2026-08-31T17:48:05.122Z,1880.0,31.52,63.59,2026-08-31 23:33:05.122,1519.440555555556
Pulse experiments,pioreactor01,2026-08-31T17:48:35.120Z,1389.0,31.55,63.96,2026-08-31 23:33:35.120,1519.448888888889
Pulse experiments,pioreactor01,2026-08-31T17:49:05.119Z,1239.0,31.56,63.56,2026-08-31 23:34:05.119,1519.457222222222
Pulse experiments,pioreactor01,2026-08-31T17:49:35.131Z,1070.0,31.63,63.89,2026-08-31 23:34:35.131,1519.465555555556
Pulse experiments,pioreactor01,2026-08-31T17:50:05.199Z,974.0,31.61,63.54,2026-08-31 23:35:05.199,1519.473888888889
Pulse experiments,pioreactor01,2026-08-31T17:50:35.132Z,924.0,31.59,63.36,2026-08-31 23:35:35.132,1519.482222222222
Pulse experiments,pioreactor01,2026-08-31T17:51:05.174Z,903.0,31.59,63.21,2026-08-31 23:36:05.174,1519.490555555556
Pulse experiments,pioreactor01,2026-08-31T17:51:35.143Z,887.0,31.58,63.15,2026-08-31 23:36:35.143,1519.498888888889
Pulse experiments,pioreactor01,2026-08-31T17:52:05.126Z,866.0,31.54,63.22,2026-08-31 23:37:05.126,1519.507222222222
Pulse experiments,pioreactor01,2026-08-31T17:52:35.181Z,855.0,31.54,63.17,2026-08-31 23:37:35.181,1519.515555555555
Pulse experiments,pioreactor01,2026-08-31T17:53:05.188Z,844.0,31.53,63.19,2026-08-31 23:38:05.188,1519.523888888889
Pulse experiments,pioreactor01,2026-08-31T17:53:35.142Z,839.0,31.55,63.11,2026-08-31 23:38:35.142,1519.532222222222
