timestamp,volume_ml,biomass_gdw_l,norm_od,mu_fba,mu_net,d_uv,d_thermal
2026-08-11 16:40:00+00:00,16.3066268332,7.785641403721426,1.167846210558214,0.039218286337147336,0.039218286337147336,0.0,0.0
2026-08-11 16:45:00+00:00,15.9033134166,7.526198704220665,1.1289298056330996,0.03922121873826936,0.03922121873826936,0.0,0.0
2026-08-11 16:50:00+00:00,15.9033134166,7.550617195901681,1.132592579385252,0.038933585424453965,0.038933585424453965,0.0,0.0
2026-08-11 16:55:00+00:00,15.9033134166,7.575086143166065,1.1362629214749098,0.03888786301230954,0.03888786301230954,0.0,0.0
2026-08-11 17:00:00+00:00,15.9033134166,7.59960577318202,1.139940865977303,0.03884253652440644,0.03884253652440644,0.0,0.0
2026-08-11 17:05:00+00:00,15.9033134166,7.624229528721239,1.1436344293081857,0.03888163087529529,0.03888163087529529,0.0,0.0
2026-08-11 17:10:00+00:00,15.9033134166,7.648950601933101,1.147342590289965,0.03890922714548685,0.03890922714548685,0.0,0.0
2026-08-11 17:15:00+00:00,15.9033134166,7.6737598510092235,1.1510639776513836,0.03892180828547004,0.03892180828547004,0.0,0.0
2026-08-11 17:20:00+00:00,15.9033134166,7.698662891073461,1.154799433661019,0.03894264175227519,0.03894264175227519,0.0,0.0
2026-08-11 17:25:00+00:00,15.9033134166,7.7236577607757875,1.158548664116368,0.038959809082651765,0.038959809082651765,0.0,0.0
2026-08-11 17:30:00+00:00,15.9033134166,7.748739977446977,1.1623109966170466,0.03896943771677952,0.03896943771677952,0.0,0.0
2026-08-11 17:35:00+00:00,15.9033134166,7.773897406110969,1.1660846109166452,0.03895977214960849,0.03895977214960849,0.0,0.0
2026-08-11 17:40:00+00:00,15.9033134166,7.799131993826479,1.1698697990739717,0.03895279764665812,0.03895279764665812,0.0,0.0
2026-08-11 17:45:00+00:00,14.9033134166,7.579233338448625,1.1368850007672937,0.038936593384249076,0.038936593384249076,0.0,0.0
2026-08-11 17:50:00+00:00,14.9033134166,7.603971002147737,1.1405956503221604,0.03916648968747811,0.03916648968747811,0.0,0.0
2026-08-11 17:55:00+00:00,14.9033134166,7.628630263463105,1.1442945395194657,0.03891534248366221,0.03891534248366221,0.0,0.0
