experiment,pioreactor_unit,timestamp,temperature_c,timestamp_localtime,hours_since_experiment_created
Pulse experiments,pioreactor01,2026-08-26T16:44:03.444Z,31.239583333333,2026-08-26 22:29:03.444,1398.373333333333
Pulse experiments,pioreactor01,2026-08-26T16:47:29.721Z,31.3,2026-08-26 22:32:29.721,1398.430555555556
Pulse experiments,pioreactor01,2026-08-26T16:50:49.660Z,31.07,2026-08-26 22:35:49.660,1398.486111111111
Pulse experiments,pioreactor01,2026-08-26T16:54:09.649Z,31.24,2026-08-26 22:39:09.649,1398.541666666667
Pulse experiments,pioreactor01,2026-08-26T16:57:29.646Z,31.55,2026-08-26 22:42:29.646,1398.597222222222
Pulse experiments,pioreactor01,2026-08-26T17:00:49.645Z,31.77,2026-08-26 22:45:49.645,1398.652777777778
Pulse experiments,pioreactor01,2026-08-26T17:04:09.645Z,32.33,2026-08-26 22:49:09.645,1398.708333333333
Pulse experiments,pioreactor01,2026-08-26T17:07:29.649Z,32.76,2026-08-26 22:52:29.649,1398.763888888889
Pulse experiments,pioreactor01,2026-08-26T17:10:49.652Z,32.98,2026-08-26 22:55:49.652,1398.819444444444
Pulse experiments,pioreactor01,2026-08-26T17:14:09.646Z,33.4,2026-08-26 22:59:09.646,1398.875
Pulse experiments,pioreactor01,2026-08-26T17:17:29.652Z,33.73,2026-08-26 23:02:29.652,1398.930555555556
Pulse experiments,pioreactor01,2026-08-26T17:20:49.639Z,34.01,2026-08-26 23:05:49.639,1398.986111111111
Pulse experiments,pioreactor01,2026-08-26T17:24:09.645Z,34.24,2026-08-26 23:09:09.645,1399.041666666667
Pulse experiments,pioreactor01,2026-08-26T17:27:29.644Z,34.36,2026-08-26 23:12:29.644,1399.097222222222
Pulse experiments,pioreactor01,2026-08-26T17:30:49.641Z,34.53,2026-08-26 23:15:49.641,1399.152777777778
Pulse experiments,pioreactor01,2026-08-26T17:34:09.658Z,34.62,2026-08-26 23:19:09.658,1399.208333333333
Pulse experiments,pioreactor01,2026-08-26T17:37:29.646Z,34.68,2026-08-26 23:22:29.646,1399.263888888889
