experiment,pioreactor_unit,timestamp,event_name,message,data,timestamp_localtime,hours_since_experiment_created
Pulse experiments,pioreactor01,2026-08-30T05:16:47.766Z,UpdatedHeaterDC,delta_dc=-2.8839999999999995,"{""current_dc"": 47.7, ""delta_dc"": -2.8839999999999995, ""target_temperature"": 32.0, ""latest_temperature"": 31.34}",2026-08-30 11:01:47.766,1482.918888888889
Pulse experiments,pioreactor01,2026-08-30T05:20:07.767Z,UpdatedHeaterDC,delta_dc=-3.180000000000023,"{""current_dc"": 44.52, ""delta_dc"": -3.180000000000023, ""target_temperature"": 32.0, ""latest_temperature"": 32.02}",2026-08-30 11:05:07.767,1482.974444444445
Pulse experiments,pioreactor01,2026-08-30T05:23:27.829Z,UpdatedHeaterDC,delta_dc=-5.019999999999992,"{""current_dc"": 39.5, ""delta_dc"": -5.019999999999992, ""target_temperature"": 32.0, ""latest_temperature"": 32.71}",2026-08-30 11:08:27.829,1483.03
Pulse experiments,pioreactor01,2026-08-30T05:26:48.063Z,UpdatedHeaterDC,delta_dc=-3.646000000000002,"{""current_dc"": 35.85, ""delta_dc"": -3.646000000000002, ""target_temperature"": 32.0, ""latest_temperature"": 32.96}",2026-08-30 11:11:48.063,1483.085833333333
Pulse experiments,pioreactor01,2026-08-30T05:30:07.787Z,UpdatedHeaterDC,delta_dc=-7.9679999999999875,"{""current_dc"": 27.88, ""delta_dc"": -7.9679999999999875, ""target_temperature"": 32.0, ""latest_temperature"": 33.72}",2026-08-30 11:15:07.787,1483.141111111111
Pulse experiments,pioreactor01,2026-08-30T05:33:27.786Z,UpdatedHeaterDC,delta_dc=-6.0559999999999885,"{""current_dc"": 21.82, ""delta_dc"": -6.0559999999999885, ""target_temperature"": 32.0, ""latest_temperature"": 33.94}",2026-08-30 11:18:27.786,1483.196666666667
Pulse experiments,pioreactor01,2026-08-30T05:36:47.777Z,UpdatedHeaterDC,delta_dc=-3.964000000000005,"{""current_dc"": 17.86, ""delta_dc"": -3.964000000000005, ""target_temperature"": 32.0, ""latest_temperature"": 33.79}",2026-08-30 11:21:47.777,1483.252222222222
Pulse experiments,pioreactor01,2026-08-30T05:40:07.767Z,UpdatedHeaterDC,delta_dc=-4.725999999999983,"{""current_dc"": 13.13, ""delta_dc"": -4.725999999999983, ""target_temperature"": 32.0, ""latest_temperature"": 33.8}",2026-08-30 11:25:07.767,1483.307777777778
Pulse experiments,pioreactor01,2026-08-30T05:43:27.796Z,UpdatedHeaterDC,delta_dc=-2.736000000000022,"{""current_dc"": 10.39, ""delta_dc"": -2.736000000000022, ""target_temperature"": 32.0, ""latest_temperature"": 33.53}",2026-08-30 11:28:27.796,1483.363333333333
Pulse experiments,pioreactor01,2026-08-30T05:46:47.776Z,UpdatedHeaterDC,delta_dc=-2.0339999999999807,"{""current_dc"": 8.36, ""delta_dc"": -2.0339999999999807, ""target_temperature"": 32.0, ""latest_temperature"": 33.26}",2026-08-30 11:31:47.776,1483.418888888889
Pulse experiments,pioreactor01,2026-08-30T05:50:07.797Z,UpdatedHeaterDC,delta_dc=-1.3320000000000236,"{""current_dc"": 7.03, ""delta_dc"": -1.3320000000000236, ""target_temperature"": 32.0, ""latest_temperature"": 32.99}",2026-08-30 11:35:07.797,1483.474444444445
Pulse experiments,pioreactor01,2026-08-30T05:53:27.768Z,UpdatedHeaterDC,delta_dc=-0.27000000000000335,"{""current_dc"": 6.76, ""delta_dc"": -0.27000000000000335, ""target_temperature"": 32.0, ""latest_temperature"": 32.67}",2026-08-30 11:38:27.768,1483.53
Pulse experiments,pioreactor01,2026-08-30T05:56:47.787Z,UpdatedHeaterDC,delta_dc=1.5700000000000014,"{""current_dc"": 8.33, ""delta_dc"": 1.5700000000000014, ""target_temperature"": 32.0, ""latest_temperature"": 32.21}",2026-08-30 11:41:47.787,1483.585555555556
Pulse experiments,pioreactor01,2026-08-30T06:00:07.901Z,UpdatedHeaterDC,delta_dc=1.3979999999999946,"{""current_dc"": 9.73, ""delta_dc"": 1.3979999999999946, ""target_temperature"": 32.0, ""latest_temperature"": 31.94}",2026-08-30 11:45:07.901,1483.641111111111
Pulse experiments,pioreactor01,2026-08-30T06:03:27.787Z,UpdatedHeaterDC,delta_dc=1.236000000000012,"{""current_dc"": 10.97, ""delta_dc"": 1.236000000000012, ""target_temperature"": 32.0, ""latest_temperature"": 31.79}",2026-08-30 11:48:27.787,1483.696666666667
Pulse experiments,pioreactor01,2026-08-30T06:06:47.767Z,UpdatedHeaterDC,delta_dc=2.0580000000000083,"{""current_dc"": 13.03, ""delta_dc"": 2.0580000000000083, ""target_temperature"": 32.0, ""latest_temperature"": 31.58}",2026-08-30 11:51:47.767,1483.752222222222
Pulse experiments,pioreactor01,2026-08-30T06:10:07.768Z,UpdatedHeaterDC,delta_dc=3.1799999999999984,"{""current_dc"": 16.21, ""delta_dc"": 3.1799999999999984, ""target_temperature"": 32.0, ""latest_temperature"": 31.29}",2026-08-30 11:55:07.768,1483.807777777778
Pulse experiments,pioreactor01,2026-08-30T06:13:27.769Z,UpdatedHeaterDC,delta_dc=1.342,"{""current_dc"": 17.55, ""delta_dc"": 1.342, ""target_temperature"": 32.0, ""latest_temperature"": 31.36}",2026-08-30 11:58:27.769,1483.863333333333
Pulse experiments,pioreactor01,2026-08-30T06:16:47.767Z,UpdatedHeaterDC,delta_dc=3.7519999999999953,"{""current_dc"": 21.3, ""delta_dc"": 3.7519999999999953, ""target_temperature"": 32.0, ""latest_temperature"": 31.07}",2026-08-30 12:01:47.767,1483.918888888889
Pulse experiments,pioreactor01,2026-08-30T06:18:35.148Z,UpdatedHeaterDC,delta_dc=-15.816666666666674,"{""current_dc"": 0.0, ""delta_dc"": -15.816666666666674, ""target_temperature"": 26.7, ""latest_temperature"": 35.083333333333336}",2026-08-30 12:03:35.148,1483.948888888889
Pulse experiments,pioreactor01,2026-08-30T06:22:02.595Z,UpdatedHeaterDC,delta_dc=9.119333333333335,"{""current_dc"": 9.12, ""delta_dc"": 9.119333333333335, ""target_temperature"": 26.7, ""latest_temperature"": 31.62}",2026-08-30 12:07:02.595,1484.006388888889
Pulse experiments,pioreactor01,2026-08-30T06:25:22.538Z,UpdatedHeaterDC,delta_dc=-5.083999999999989,"{""current_dc"": 4.04, ""delta_dc"": -5.083999999999989, ""target_temperature"": 26.7, ""latest_temperature"": 31.38}",2026-08-30 12:10:22.538,1484.061944444444
Pulse experiments,pioreactor01,2026-08-30T06:28:42.595Z,UpdatedHeaterDC,delta_dc=-5.468000000000013,"{""current_dc"": 0.0, ""delta_dc"": -5.468000000000013, ""target_temperature"": 25.1, ""latest_temperature"": 31.28}",2026-08-30 12:13:42.595,1484.1175
Pulse experiments,pioreactor01,2026-08-30T06:32:02.527Z,UpdatedHeaterDC,delta_dc=-3.0479999999999876,"{""current_dc"": 0.0, ""delta_dc"": -3.0479999999999876, ""target_temperature"": 25.1, ""latest_temperature"": 30.88}",2026-08-30 12:17:02.527,1484.173055555555
Pulse experiments,pioreactor01,2026-08-30T06:35:22.585Z,UpdatedHeaterDC,delta_dc=-2.656000000000007,"{""current_dc"": 0.0, ""delta_dc"": -2.656000000000007, ""target_temperature"": 25.1, ""latest_temperature"": 30.57}",2026-08-30 12:20:22.585,1484.228611111111
Pulse experiments,pioreactor01,2026-08-30T06:38:42.585Z,UpdatedHeaterDC,delta_dc=-2.7139999999999915,"{""current_dc"": 0.0, ""delta_dc"": -2.7139999999999915, ""target_temperature"": 24.1, ""latest_temperature"": 30.38}",2026-08-30 12:23:42.585,1484.284166666667
Pulse experiments,pioreactor01,2026-08-30T06:42:02.526Z,UpdatedHeaterDC,delta_dc=-2.0040000000000058,"{""current_dc"": 0.0, ""delta_dc"": -2.0040000000000058, ""target_temperature"": 24.1, ""latest_temperature"": 30.16}",2026-08-30 12:27:02.526,1484.339722222222
Pulse experiments,pioreactor01,2026-08-30T06:45:22.615Z,UpdatedHeaterDC,delta_dc=-1.8639999999999994,"{""current_dc"": 0.0, ""delta_dc"": -1.8639999999999994, ""target_temperature"": 24.1, ""latest_temperature"": 30.0}",2026-08-30 12:30:22.615,1484.395277777778
Pulse experiments,pioreactor01,2026-08-30T06:48:42.585Z,UpdatedHeaterDC,delta_dc=-1.2319999999999909,"{""current_dc"": 0.0, ""delta_dc"": -1.2319999999999909, ""target_temperature"": 25.6, ""latest_temperature"": 29.81}",2026-08-30 12:33:42.585,1484.450833333333
Pulse experiments,pioreactor01,2026-08-30T06:52:02.595Z,UpdatedHeaterDC,delta_dc=-1.242000000000015,"{""current_dc"": 0.0, ""delta_dc"": -1.242000000000015, ""target_temperature"": 25.6, ""latest_temperature"": 29.69}",2026-08-30 12:37:02.595,1484.506388888889
Pulse experiments,pioreactor01,2026-08-30T06:55:22.525Z,UpdatedHeaterDC,delta_dc=-0.8579999999999849,"{""current_dc"": 0.0, ""delta_dc"": -0.8579999999999849, ""target_temperature"": 25.6, ""latest_temperature"": 29.56}",2026-08-30 12:40:22.525,1484.561944444444
Pulse experiments,pioreactor01,2026-08-30T06:58:42.547Z,UpdatedHeaterDC,delta_dc=-0.8079999999999978,"{""current_dc"": 0.0, ""delta_dc"": -0.8079999999999978, ""target_temperature"": 29.3, ""latest_temperature"": 29.47}",2026-08-30 12:43:42.547,1484.6175
