experiment,pioreactor_unit,timestamp,message,source,level,task,timestamp_localtime,hours_since_experiment_created
Pulse experiments,pioreactor01,2026-08-30T05:16:47.623Z,"features={'previous_heater_dc': 50.58, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 13.0, 'time_series_of_temp': [45.75, 43.885416666666664, 42.489583333333336, 41.333333333333336, 40.322916666666664, 39.489583333333336, 38.75, 38.104166666666664, 37.552083333333336, 37.0625, 36.625, 36.25, 35.927083333333336, 35.625, 35.354166666666664, 35.125, 34.916666666666664, 34.739583333333336, 34.5625, 34.40625, 34.25]}",app,DEBUG,temperature_automation,2026-08-30 11:01:47.623,1482.918888888889
Pulse experiments,pioreactor01,2026-08-30T05:16:47.720Z,PID output = -2.8839999999999995,app,DEBUG,temperature_automation,2026-08-30 11:01:47.720,1482.918888888889
Pulse experiments,pioreactor01,2026-08-30T05:16:47.723Z,UpdatedHeaterDC: delta_dc=-2.8839999999999995,app,INFO,temperature_automation,2026-08-30 11:01:47.723,1482.918888888889
Pulse experiments,pioreactor01,2026-08-30T05:20:07.618Z,"features={'previous_heater_dc': 47.7, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 13.0, 'time_series_of_temp': [45.6875, 43.947916666666664, 42.614583333333336, 41.53125, 40.583333333333336, 39.78125, 39.0625, 38.4375, 37.927083333333336, 37.4375, 37.0625, 36.6875, 36.375, 36.083333333333336, 35.8125, 35.625, 35.416666666666664, 35.239583333333336, 35.0625, 34.916666666666664, 34.770833333333336]}",app,DEBUG,temperature_automation,2026-08-30 11:05:07.618,1482.974444444445
Pulse experiments,pioreactor01,2026-08-30T05:20:07.719Z,PID output = -3.180000000000023,app,DEBUG,temperature_automation,2026-08-30 11:05:07.719,1482.974444444445
Pulse experiments,pioreactor01,2026-08-30T05:20:07.721Z,UpdatedHeaterDC: delta_dc=-3.180000000000023,app,INFO,temperature_automation,2026-08-30 11:05:07.721,1482.974444444445
Pulse experiments,pioreactor01,2026-08-30T05:23:27.695Z,"features={'previous_heater_dc': 44.52, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 13.0, 'time_series_of_temp': [45.375, 43.729166666666664, 42.479166666666664, 41.458333333333336, 40.572916666666664, 39.802083333333336, 39.135416666666664, 38.5625, 38.0625, 37.625, 37.25, 36.875, 36.604166666666664, 36.3125, 36.072916666666664, 35.875, 35.6875, 35.5, 35.354166666666664, 35.208333333333336, 35.0625]}",app,DEBUG,temperature_automation,2026-08-30 11:08:27.695,1483.03
Pulse experiments,pioreactor01,2026-08-30T05:23:27.771Z,PID output = -5.019999999999992,app,DEBUG,temperature_automation,2026-08-30 11:08:27.771,1483.03
Pulse experiments,pioreactor01,2026-08-30T05:23:27.775Z,UpdatedHeaterDC: delta_dc=-5.019999999999992,app,INFO,temperature_automation,2026-08-30 11:08:27.775,1483.03
Pulse experiments,pioreactor01,2026-08-30T05:26:47.934Z,"features={'previous_heater_dc': 39.5, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 13.0, 'time_series_of_temp': [44.208333333333336, 42.760416666666664, 41.666666666666664, 40.770833333333336, 40.0, 39.322916666666664, 38.75, 38.25, 37.802083333333336, 37.40625, 37.0625, 36.760416666666664, 36.5, 36.25, 36.0625, 35.875, 35.6875, 35.5625, 35.4375, 35.302083333333336, 35.1875]}",app,DEBUG,temperature_automation,2026-08-30 11:11:47.934,1483.085555555556
Pulse experiments,pioreactor01,2026-08-30T05:26:48.010Z,PID output = -3.646000000000002,app,DEBUG,temperature_automation,2026-08-30 11:11:48.010,1483.085833333333
Pulse experiments,pioreactor01,2026-08-30T05:26:48.013Z,UpdatedHeaterDC: delta_dc=-3.646000000000002,app,INFO,temperature_automation,2026-08-30 11:11:48.013,1483.085833333333
Pulse experiments,pioreactor01,2026-08-30T05:30:07.629Z,"features={'previous_heater_dc': 35.85, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 13.0, 'time_series_of_temp': [43.614583333333336, 42.239583333333336, 41.260416666666664, 40.4375, 39.71875, 39.114583333333336, 38.5625, 38.114583333333336, 37.697916666666664, 37.34375, 37.03125, 36.75, 36.5, 36.3125, 36.104166666666664, 35.9375, 35.75, 35.625, 35.5, 35.375, 35.25]}",app,DEBUG,temperature_automation,2026-08-30 11:15:07.629,1483.141111111111
Pulse experiments,pioreactor01,2026-08-30T05:30:07.730Z,PID output = -7.9679999999999875,app,DEBUG,temperature_automation,2026-08-30 11:15:07.730,1483.141111111111
Pulse experiments,pioreactor01,2026-08-30T05:30:07.732Z,UpdatedHeaterDC: delta_dc=-7.9679999999999875,app,INFO,temperature_automation,2026-08-30 11:15:07.732,1483.141111111111
Pulse experiments,pioreactor01,2026-08-30T05:33:27.631Z,"features={'previous_heater_dc': 27.88, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 13.0, 'time_series_of_temp': [41.59375, 40.552083333333336, 39.770833333333336, 39.125, 38.5625, 38.0625, 37.65625, 37.3125, 36.979166666666664, 36.6875, 36.4375, 36.229166666666664, 36.0, 35.854166666666664, 35.6875, 35.552083333333336, 35.416666666666664, 35.302083333333336, 35.1875, 35.09375, 35.0]}",app,DEBUG,temperature_automation,2026-08-30 11:18:27.631,1483.196666666667
Pulse experiments,pioreactor01,2026-08-30T05:33:27.739Z,PID output = -6.0559999999999885,app,DEBUG,temperature_automation,2026-08-30 11:18:27.739,1483.196666666667
Pulse experiments,pioreactor01,2026-08-30T05:33:27.741Z,UpdatedHeaterDC: delta_dc=-6.0559999999999885,app,INFO,temperature_automation,2026-08-30 11:18:27.741,1483.196666666667
Pulse experiments,pioreactor01,2026-08-30T05:36:47.632Z,"features={'previous_heater_dc': 21.82, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 13.0, 'time_series_of_temp': [39.875, 39.0625, 38.4375, 37.947916666666664, 37.5, 37.125, 36.802083333333336, 36.5, 36.25, 36.0, 35.8125, 35.625, 35.5, 35.34375, 35.1875, 35.072916666666664, 35.0, 34.885416666666664, 34.8125, 34.75, 34.635416666666664]}",app,DEBUG,temperature_automation,2026-08-30 11:21:47.632,1483.252222222222
Pulse experiments,pioreactor01,2026-08-30T05:36:47.729Z,PID output = -3.964000000000005,app,DEBUG,temperature_automation,2026-08-30 11:21:47.729,1483.252222222222
Pulse experiments,pioreactor01,2026-08-30T05:36:47.731Z,UpdatedHeaterDC: delta_dc=-3.964000000000005,app,INFO,temperature_automation,2026-08-30 11:21:47.731,1483.252222222222
