OD_45,OD_90,OD_135,nm_415,nm_445,nm_480,nm_515,nm_555,nm_590,nm_630,nm_680,growth_rate,norm_od,co2_ppm,temp_c,humidity,target_dose_ml
-0.0023772488298257066,-0.0006785653374118406,4.960503903678193e-05,-0.00010955132378472066,-0.000759467230902755,-0.0011290961371527852,-0.0012210693359374636,-0.0012030978732639475,-0.0012259385850694748,-0.0013664822048610747,-0.0009784206814235918,0.018377876017090553,0.0006725992071703324,-10.487500000000068,0.03437500000000071,-0.22500000000000142,0.05
-0.0029240450590922173,-0.00035518912412502157,0.0007094695430698017,7.891845703125039e-05,0.0006564534505207886,0.0005064290364583113,0.0007224019368489154,0.0010383199055989945,0.0009916178385416807,0.0008017171223958508,0.00046461995442709236,-0.003847420079464127,0.004329400772045133,15.228125000000091,0.013031249999997385,-0.10887499999999761,0.1
0.0005330441443991418,0.00042484561764211115,-6.717032283498625e-05,3.849283854166774e-05,0.00023018391927087656,-5.6990559895830906e-05,0.00021072591145826491,0.0004642089843749919,0.0005290364583334095,0.0003928059895833558,0.0002937662760416626,-0.019658611991342487,-0.0004330978166445787,38.577499999999986,-0.017950000000002575,0.2739750000000072,0.2
0.005058264296636139,0.0011079945403062452,-0.0012280760424833448,-7.390001085069015e-05,-0.0009270765516493085,-0.000813083224826372,-0.0008659396701389266,-0.0010236273871527257,-0.0009711778428819207,-0.000763685438368078,-0.0004042968750000153,-0.011722638809882469,-0.007422100456557168,17.139372362869153,-0.012416402953590477,0.2397985232067441,0.25
0.002872558552418414,0.00013812925296802225,-0.0005132250578732678,-5.413140190971971e-05,-0.00041270616319444287,9.537760416661323e-05,-0.00018677435980901658,-0.0006717664930555589,-0.0005898369683160487,-0.00023439534505209636,-0.00013403320312499467,0.02600216584094643,-0.0031401339637239234,-49.983544303797544,-0.057978902953582434,0.12134018987340767,0.2
0.001881024913317375,-0.00010390678586108537,-0.0003638049786739428,-5.349392361111982e-05,-0.00026861572265624023,2.5438096788177322e-05,-0.0001238471137153252,-0.0005305447048611911,-0.0005330403645833481,-0.00029442003038193665,-0.00013765462239581638,0.0021190504006709417,-0.002048844573456332,-46.95519514767932,-0.07452215189873357,-0.23507594936708642,0.1
-0.0005636097826232644,-0.0004643866748434422,0.00038010101759097803,5.642361111111299e-05,0.0007085028754339473,0.0010936889648437975,0.00072005886501747,0.000544372558593742,0.0004453735351562238,0.0005908067491320335,0.00035255262586803005,0.0026448655315196856,0.0021547199854701216,-5.748127637130779,-0.007812236286920182,-0.41401397679323537,0.05
-0.0031477595488305643,-0.0005738588170844383,0.0011513358035875054,0.00018206787109375372,0.0017969631618923732,0.002219807942708374,0.0018566894531250044,0.0017886827256944349,0.0017623833550347023,0.0016139865451388347,0.0010814276801215383,0.0007973737241984205,0.006330239397474791,-87.30824668474986,0.05717585895117239,-0.1371836196503935,0.1
-0.003875515574067012,-0.0006825571215229309,0.0013491964576378135,0.00016427951388889306,0.0013957316080729365,0.0016615058051215326,0.001873826768663156,0.0020752834743923976,0.0018841959635416128,0.0017106730143229276,0.0010674845377604547,0.004153864729935751,0.00759624441159501,12.219134267631148,0.1541639541892721,0.12012590415913138,0.2
-0.002568303541888528,-0.0004669181679111123,0.0008140784283645897,5.4382324218740785e-05,0.00037711588541666785,0.0004894137912326291,0.0006194322374131755,0.0007213745117186643,0.0005101589626736458,0.0004882337782118329,0.0002715928819444491,-0.0007580752252811865,0.0045979667115302325,36.71160714285713,0.14257738095238182,-0.12730357142856974,0.25
