timestamp,add_media_ml,add_alt_media_ml,remove_waste_ml,dose_total_ml,temp_c,uv_intensity,norm_od,observed_norm_od,growth_rate,observed_growth_rate,co2_ppm,observed_co2_ppm,od_45,od_90,od_135,observed_od_45,observed_od_90,observed_od_135,nm_415,nm_445,nm_480,nm_515,nm_555,nm_590,nm_630,nm_680,observed_nm_415,observed_nm_445,observed_nm_480,observed_nm_515,observed_nm_555,observed_nm_590,observed_nm_630,observed_nm_680,volume_ml,condition,modality,input_type,run_id,run_key
2026-08-21 02:00:00+00:00,0.05,0.0,0.15,0.05,30.0,0.0,0.5106532155967627,True,0.04545789854123729,True,,False,0.3075625449700333,0.3638854717805,0.16440941959495,True,True,True,0.03733072916666667,0.31293847656249996,0.351875,0.39967057291666663,0.44700944010416666,0.4411510416666667,0.43374251302083333,0.24717154947916667,True,True,True,True,True,True,True,True,13.4,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 02:05:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5106011451888793,True,0.043787870848534485,True,,False,0.30807163436193336,0.36414304723023333,0.16411947029746668,True,True,True,0.03733854166666666,0.31293554687499997,0.3519557291666667,0.39960481770833334,0.4470006510416667,0.4409619140625,0.4337373046875,0.24717122395833335,True,True,True,True,True,True,True,True,13.4,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 02:10:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5117091971116786,True,0.03965613929735714,True,,False,0.3082122201811167,0.3639752793619833,0.16430972617011666,True,True,True,0.03737337239583333,0.31319140624999997,0.352248046875,0.40006119791666667,0.44741601562500005,0.441396484375,0.4341650390625,0.2474755859375,True,True,True,True,True,True,True,True,13.4,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 02:15:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5118691796534482,True,0.028325327470706894,True,,False,0.3082741637929333,0.3642939645998667,0.16432731837745,True,True,True,0.0373955078125,0.3133076171875,0.3524114583333333,0.4002294921875,0.44766959635416664,0.4416461588541667,0.43437825520833334,0.2476119791666667,True,True,True,True,True,True,True,True,13.4,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 02:20:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5117305797624833,True,0.01891880190155,True,,False,0.3084527076999833,0.36440226607781667,0.16442691524295,True,True,True,0.0374130859375,0.3135198567708333,0.3527552083333333,0.40052408854166666,0.4479772135416667,0.4420094401041667,0.4348225911458333,0.2478896484375,True,True,True,True,True,True,True,True,13.4,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 02:25:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5115084112456207,True,0.012343430495655172,True,,False,0.3089403826456667,0.36490280389015,0.1643883086881,True,True,True,0.03743815104166667,0.31365657552083337,0.3529501953125,0.4007633463541667,0.448234375,0.44216048177083334,0.4350693359375,0.24802897135416666,True,True,True,True,True,True,True,True,13.4,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 02:30:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5111260901473036,True,0.006884478193892858,True,,False,0.30879006207076665,0.36489989258251665,0.16447624180798334,True,True,True,0.037479817708333335,0.3138564453125,0.35327311197916667,0.4011754557291667,0.448798828125,0.4426643880208333,0.43552180989583333,0.24833203125,True,True,True,True,True,True,True,True,13.4,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 02:35:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5119487999272069,True,0.009499405612551725,True,,False,0.308586044233,0.3644003430139667,0.16486314953175,True,True,True,0.03751692708333333,0.31425748697916667,0.35371614583333333,0.40166666666666667,0.44925390625,0.443173828125,0.435931640625,0.24864843749999999,True,True,True,True,True,True,True,True,13.4,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 02:40:00+00:00,0.1,0.0,0.15,0.1,30.0,0.0,0.5099792851794068,True,0.011747694212864408,True,,False,0.3097062341281333,0.36482970239026663,0.16444632549598334,True,True,True,0.03747493489583333,0.31388867187499997,0.353205078125,0.4011455078125,0.4486780598958333,0.442673828125,0.43545475260416666,0.24835872395833333,True,True,True,True,True,True,True,True,13.35,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 02:45:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5093919660136103,True,0.010444970618186441,True,,False,0.3105895700550833,0.36504981975081663,0.16413680387196666,True,True,True,0.03747493489583333,0.31380664062499997,0.353166015625,0.40100065104166666,0.4485696614583333,0.44256673177083333,0.4354469401041667,0.24836555989583334,True,True,True,True,True,True,True,True,13.35,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 02:50:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5095344082566834,True,0.008797661579049999,True,,False,0.3106764264759,0.3650292512363333,0.16444185777305,True,True,True,0.037512695312500004,0.31401204427083335,0.3534046223958333,0.40146744791666666,0.4489098307291667,0.4430003255208333,0.4358356119791667,0.2486565755208333,True,True,True,True,True,True,True,True,13.35,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 02:55:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5104024972313104,True,0.01284714566775862,True,,False,0.31071892895801667,0.36526256378586663,0.16446872368124998,True,True,True,0.03752864583333333,0.3143102213541667,0.3536966145833333,0.4017939453125,0.44926953124999996,0.44331184895833337,0.43616178385416665,0.24889290364583333,True,True,True,True,True,True,True,True,13.35,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 03:00:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5104346775141052,True,0.009070905441385965,True,,False,0.31105410545481665,0.36532966601379996,0.16439374310805002,True,True,True,0.03751725260416667,0.31424186197916665,0.35378645833333333,0.4016240234375,0.44904036458333335,0.44331835937499997,0.43617220052083333,0.24888802083333333,True,True,True,True,True,True,True,True,13.35,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 03:05:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5095773680887966,True,0.0010668284422372882,True,,False,0.31138964785580003,0.36578438800341667,0.16417311921863334,True,True,True,0.03752376302083334,0.3142919921875,0.35385514322916667,0.40175292968750004,0.44913834635416666,0.4433173828125,0.43623763020833334,0.24893294270833335,True,True,True,True,True,True,True,True,13.35,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 03:10:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5096690743476315,True,0.0011900613374736843,True,,False,0.3114505035238,0.36506386338633334,0.16451704688603333,True,True,True,0.037546875,0.31444986979166667,0.3540885416666667,0.40208951822916666,0.44948665364583335,0.4435100911458333,0.4364931640625,0.24911783854166666,True,True,True,True,True,True,True,True,13.35,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 03:15:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5099209599822373,True,0.0021387761697288133,True,,False,0.31196272382703333,0.3651631862668167,0.16444167475006666,True,True,True,0.0375546875,0.31449902343749997,0.35416634114583334,0.4021018880208333,0.4495979817708333,0.4434908854166667,0.43654036458333334,0.24910709635416667,True,True,True,True,True,True,True,True,13.35,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 03:20:00+00:00,0.2,0.0,0.15,0.2,30.0,0.0,0.5045792446545833,True,0.0016446389460333332,True,,False,0.31457527977888333,0.3656583029506667,0.1634789658728,True,True,True,0.037427734375,0.313392578125,0.3528818359375,0.40065787760416666,0.4479384765625,0.4419339192708333,0.4349895833333333,0.24818684895833334,True,True,True,True,True,True,True,True,13.4,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
2026-08-21 03:25:00+00:00,0.0,0.0,0.0,0.0,30.0,0.0,0.5015665508501035,True,0.0006617046309310345,True,,False,0.31610580685515,0.3657900070294666,0.16274297189876666,True,True,True,0.03736165364583333,0.3128157552083334,0.35229524739583334,0.3998994140625,0.4470143229166667,0.4411116536458334,0.43430013020833336,0.24773274739583334,True,True,True,True,True,True,True,True,13.4,salt,sine,chem,20260823123217,sine:chem:salt:20260823123217
