timestamp,run_key,modality,input_type,condition,run_id,elapsed_minutes,volume_ml,add_media_ml,add_alt_media_ml,remove_waste_ml,dose_total_ml,temp_c,uv_intensity,norm_od,observed_norm_od,growth_rate,observed_growth_rate,co2_ppm,observed_co2_ppm,od_45,od_90,od_135,observed_od_45,observed_od_90,observed_od_135,nm_415,nm_445,nm_480,nm_515,nm_555,nm_590,nm_630,nm_680,observed_nm_415,observed_nm_445,observed_nm_480,observed_nm_515,observed_nm_555,observed_nm_590,observed_nm_630,observed_nm_680
2026-09-05 02:30:00+00:00,pulse:uv:uv:20260905151517,pulse,uv,uv,20260905151517,0.0,13.5,0.0,0.0,0.0,0.0,30.79,10.0,4.902381132905315,True,0.12715196649873683,True,776.0,True,0.16765808139466667,0.2964533936793,0.21001890490991668,True,True,True,0.0397744140625,0.3331663411458334,0.37548567708333336,0.42076627604166666,0.47265299479166667,0.4679368489583334,0.46276399739583335,0.26760091145833337,True,True,True,True,True,True,True,True
2026-09-05 02:35:00+00:00,pulse:uv:uv:20260905151517,pulse,uv,uv,20260905151517,5.0,13.5,0.0,0.0,0.0,0.0,30.863999999999997,10.0,4.9696657539296165,True,0.14230303046861667,True,737.4,True,0.16558198248971667,0.29468340442894997,0.21185245346778334,True,True,True,0.040015625,0.3352138671875,0.3779033203125,0.42334147135416667,0.4756305338541667,0.47088053385416667,0.46554785156249995,0.26934049479166666,True,True,True,True,True,True,True,True
2026-09-05 02:40:00+00:00,pulse:uv:uv:20260905151517,pulse,uv,uv,20260905151517,10.0,13.5,0.0,0.0,0.0,0.0,30.858999999999998,0.0,5.012080336659845,True,0.13435395249846552,True,720.6,True,0.1640808798163,0.29340741441348334,0.21308761093983333,True,True,True,0.04021451822916667,0.3368782552083333,0.3797353515625,0.4254583333333333,0.4780989583333334,0.4733479817708333,0.4678990885416667,0.27078385416666667,True,True,True,True,True,True,True,True
2026-09-05 02:45:00+00:00,pulse:uv:uv:20260905151517,pulse,uv,uv,20260905151517,15.0,13.5,0.0,0.0,0.0,0.0,30.858999999999998,0.0,5.0384594237568106,True,0.11531550363515518,True,716.0,True,0.163203146957,0.2926181569404834,0.2140029367798,True,True,True,0.040335937499999995,0.3378642578125,0.380890625,0.426849609375,0.4796422526041667,0.47481315104166666,0.46933626302083337,0.27174902343749996,True,True,True,True,True,True,True,True
2026-09-05 02:50:00+00:00,pulse:uv:uv:20260905151517,pulse,uv,uv,20260905151517,20.0,13.5,0.0,0.0,0.0,0.0,30.787,0.0,5.0504050972306205,True,0.09012703380284483,True,696.6,True,0.16274274024865001,0.29217031190678333,0.21441773647051668,True,True,True,0.04037532552083333,0.33823665364583333,0.38113346354166666,0.4274873046875,0.4804664713541667,0.47567740885416665,0.47014680989583335,0.27224511718749994,True,True,True,True,True,True,True,True
2026-09-05 02:55:00+00:00,pulse:uv:uv:20260905151517,pulse,uv,uv,20260905151517,25.0,13.5,0.0,0.0,0.0,0.0,30.732,0.0,5.054761501289228,True,0.06529049143457895,True,674.8,True,0.16239168591738334,0.29173731341406667,0.21472167358011665,True,True,True,0.040403645833333335,0.3384290364583334,0.3813606770833333,0.42770149739583335,0.48083235677083336,0.47601399739583333,0.47045149739583336,0.2724322916666667,True,True,True,True,True,True,True,True
2026-09-05 03:00:00+00:00,pulse:uv:uv:20260905151517,pulse,uv,uv,20260905151517,30.0,13.5,0.0,0.0,0.0,0.0,30.65,0.0,5.055811142556017,True,0.04476966124942373,True,651.0,True,0.16214694182246667,0.29149058460301663,0.21490792768743333,True,True,True,0.04042415364583333,0.3386123046875,0.38148307291666667,0.4280572916666667,0.48115755208333333,0.4762776692708333,0.470771484375,0.27267317708333333,True,True,True,True,True,True,True,True
2026-09-05 03:05:00+00:00,pulse:uv:uv:20260905151517,pulse,uv,uv,20260905151517,35.0,13.5,0.0,0.0,0.0,0.0,30.439,0.0,5.058489061525831,True,0.030470731866542373,True,645.2,True,0.161951356544,0.29131374227313334,0.21529971026098332,True,True,True,0.040486653645833336,0.3390618489583333,0.38216048177083334,0.42843554687499996,0.48164583333333333,0.4769358723958333,0.47143098958333335,0.27303125,True,True,True,True,True,True,True,True
2026-09-05 03:10:00+00:00,pulse:uv:uv:20260905151517,pulse,uv,uv,20260905151517,40.0,13.5,0.0,0.0,0.0,0.0,30.368000000000002,0.0,5.062493777516417,True,0.021571414868516665,True,638.3,True,0.16140048476868335,0.29075984422008333,0.21546152657391668,True,True,True,0.04051041666666667,0.3393274739583333,0.38237630208333334,0.4287288411458333,0.4818902994791667,0.4772991536458333,0.4717242838541667,0.2731962890625,True,True,True,True,True,True,True,True
2026-09-05 03:15:00+00:00,pulse:uv:uv:20260905151517,pulse,uv,uv,20260905151517,45.0,13.5,0.0,0.0,0.0,0.0,30.222,0.0,5.069549044293645,True,0.01766879708610169,True,614.3,True,0.16118716622688334,0.29052825781756664,0.21592634873529998,True,True,True,0.040609374999999996,0.3398557942708333,0.3830374348958333,0.4294873046875,0.4829348958333333,0.47823730468750003,0.4725755208333334,0.2737197265625,True,True,True,True,True,True,True,True
