timestamp,run_key,modality,input_type,condition,run_id,elapsed_minutes,volume_ml,add_media_ml,add_alt_media_ml,remove_waste_ml,dose_total_ml,temp_c,uv_intensity,norm_od,observed_norm_od,growth_rate,observed_growth_rate,co2_ppm,observed_co2_ppm,od_45,od_90,od_135,observed_od_45,observed_od_90,observed_od_135,nm_415,nm_445,nm_480,nm_515,nm_555,nm_590,nm_630,nm_680,observed_nm_415,observed_nm_445,observed_nm_480,observed_nm_515,observed_nm_555,observed_nm_590,observed_nm_630,observed_nm_680
2026-09-04 17:10:00+00:00,pulse:uv:uv:20260905150930,pulse,uv,uv,20260905150930,0.0,13.5,0.0,0.0,0.0,0.0,31.643,10.0,5.160072300543707,True,0.08573749250646552,True,905.4,True,0.15527637266116665,0.28373850866881667,0.21770516548335,True,True,True,0.041659830729166666,0.3498974609375,0.3927265625,0.43943977864583333,0.49439485677083334,0.4900364583333333,0.4827529296875,0.28016015625,True,True,True,True,True,True,True,True
2026-09-04 17:15:00+00:00,pulse:uv:uv:20260905150930,pulse,uv,uv,20260905150930,5.0,13.5,0.0,0.0,0.0,0.0,31.617,10.0,5.174767723565576,True,0.06920318293084746,True,866.5,True,0.15446019854671666,0.28294666099680005,0.21840440421193333,True,True,True,0.04176204427083333,0.35079947916666665,0.3936640625,0.44044140625,0.49576041666666665,0.4913522135416667,0.4839791666666667,0.28098893229166666,True,True,True,True,True,True,True,True
2026-09-04 17:20:00+00:00,pulse:uv:uv:20260905150930,pulse,uv,uv,20260905150930,10.0,13.5,0.0,0.0,0.0,0.0,31.616000000000003,0.0,5.1885968985958835,True,0.05655569086436667,True,836.6,True,0.15366409645316667,0.28216026828885,0.21902113835275,True,True,True,0.04185514322916666,0.3514482421875,0.3944339192708333,0.44130859375,0.4968883463541667,0.4923502604166667,0.4850514322916667,0.28160546875,True,True,True,True,True,True,True,True
2026-09-04 17:25:00+00:00,pulse:uv:uv:20260905150930,pulse,uv,uv,20260905150930,15.0,13.5,0.0,0.0,0.0,0.0,31.602999999999998,0.0,5.202454812870679,True,0.04741138079678571,True,800.4,True,0.15302568190203333,0.28148543062276665,0.21961685750795,True,True,True,0.041948567708333336,0.3523779296875,0.3952005208333333,0.44225748697916667,0.49805208333333334,0.4936956380208333,0.4863121744791667,0.2823795572916667,True,True,True,True,True,True,True,True
2026-09-04 17:30:00+00:00,pulse:uv:uv:20260905150930,pulse,uv,uv,20260905150930,20.0,13.5,0.0,0.0,0.0,0.0,31.608999999999998,0.0,5.215011393749793,True,0.039723056919810346,True,790.8,True,0.15247372359686667,0.2809273288642,0.22013616019239998,True,True,True,0.042037109375000006,0.3530908203125,0.3959586588541667,0.4431240234375,0.4990833333333333,0.49489355468749996,0.487400390625,0.28308268229166667,True,True,True,True,True,True,True,True
2026-09-04 17:35:00+00:00,pulse:uv:uv:20260905150930,pulse,uv,uv,20260905150930,25.0,13.5,0.0,0.0,0.0,0.0,31.568,0.0,5.22709342549322,True,0.03452385994881356,True,793.1,True,0.15190266853048331,0.2803275889623333,0.22072797743715,True,True,True,0.042121419270833335,0.35377799479166666,0.3968212890625,0.44416536458333333,0.50028515625,0.49613639322916664,0.4885875651041667,0.28384407552083335,True,True,True,True,True,True,True,True
2026-09-04 17:40:00+00:00,pulse:uv:uv:20260905150930,pulse,uv,uv,20260905150930,30.0,13.5,0.0,0.0,0.0,0.0,31.55,0.0,5.240705850420862,True,0.03198170765675862,True,791.7,True,0.15123834530145,0.2796472649544,0.22125751559851667,True,True,True,0.04221744791666667,0.3544817708333333,0.3976451822916667,0.44521647135416664,0.5014938151041667,0.49738509114583335,0.48978125,0.2845865885416667,True,True,True,True,True,True,True,True
2026-09-04 17:45:00+00:00,pulse:uv:uv:20260905150930,pulse,uv,uv,20260905150930,35.0,13.5,0.0,0.0,0.0,0.0,31.549,0.0,5.254937251590475,True,0.030989153344898306,True,803.4,True,0.15063890409668332,0.27904177826968335,0.22185002559628333,True,True,True,0.042324544270833334,0.35522623697916667,0.3986822916666667,0.44646907552083337,0.5030081380208333,0.4988274739583333,0.4911800130208333,0.28543229166666667,True,True,True,True,True,True,True,True
2026-09-04 17:50:00+00:00,pulse:uv:uv:20260905150930,pulse,uv,uv,20260905150930,40.0,13.5,0.0,0.0,0.0,0.0,31.516000000000002,0.0,5.269256842881509,True,0.03045497080101695,True,806.2,True,0.15006012552391665,0.27847971724476667,0.22242893974986666,True,True,True,0.04240983072916667,0.3560432942708333,0.3996015625,0.44774869791666666,0.5042786458333334,0.5001067708333333,0.4924427083333333,0.2862841796875,True,True,True,True,True,True,True,True
2026-09-04 17:55:00+00:00,pulse:uv:uv:20260905150930,pulse,uv,uv,20260905150930,45.0,13.5,0.0,0.0,0.0,0.0,31.438,0.0,5.285861795397603,True,0.03209177762093103,True,813.8,True,0.1492747878211,0.27767329555375003,0.22313944771815,True,True,True,0.04254264322916667,0.35696028645833333,0.4007718098958334,0.4491878255208333,0.5058815104166666,0.5016715494791667,0.493958984375,0.28720963541666666,True,True,True,True,True,True,True,True
