timestamp,run_key,modality,input_type,condition,run_id,elapsed_minutes,volume_ml,add_media_ml,add_alt_media_ml,remove_waste_ml,dose_total_ml,temp_c,uv_intensity,norm_od,observed_norm_od,growth_rate,observed_growth_rate,co2_ppm,observed_co2_ppm,od_45,od_90,od_135,observed_od_45,observed_od_90,observed_od_135,nm_415,nm_445,nm_480,nm_515,nm_555,nm_590,nm_630,nm_680,observed_nm_415,observed_nm_445,observed_nm_480,observed_nm_515,observed_nm_555,observed_nm_590,observed_nm_630,observed_nm_680
2026-09-03 19:35:00+00:00,pulse:temp:temperature:20260904091054,pulse,temp,temperature,20260904091054,0.0,13.5,0.0,0.0,0.0,0.0,29.8125,0.0,,False,,False,,False,0.3198438004483333,0.36017011906199997,0.13844718427933334,True,True,True,0.0304296875,0.2546875,0.2794140625,0.3156640625,0.35521484375,0.3522265625,0.35166015625,0.19830078125,True,True,True,True,True,True,True,True
2026-09-03 19:40:00+00:00,pulse:temp:temperature:20260904091054,pulse,temp,temperature,20260904091054,5.0,13.5,0.0,0.0,0.0,0.0,30.0,0.0,2.7824569861550765,True,-0.00031170042992307694,True,778.0,True,0.31871590019603335,0.35978297154151667,0.13824318027468332,True,True,True,0.030371744791666665,0.2543623046875,0.2788238932291666,0.31508528645833334,0.35448763020833335,0.3510068359375,0.35074511718749996,0.19762369791666667,True,True,True,True,True,True,True,True
2026-09-03 19:45:00+00:00,pulse:temp:temperature:20260904091054,pulse,temp,temperature,20260904091054,10.0,13.5,0.0,0.0,0.0,0.0,30.31,0.0,2.790930760027983,True,0.029232094697271185,True,783.5,True,0.31614053040055,0.35935572293793333,0.13855576022566665,True,True,True,0.030345703125,0.2542565104166667,0.27883626302083336,0.31496972656250005,0.35422037760416664,0.3505589192708333,0.3504573567708333,0.197619140625,True,True,True,True,True,True,True,True
2026-09-03 19:50:00+00:00,pulse:temp:temperature:20260904091054,pulse,temp,temperature,20260904091054,15.0,13.5,0.0,0.0,0.0,0.0,30.515,0.0,2.8105025742431016,True,0.06540310372784745,True,793.4,True,0.31397368743823334,0.3592697144679,0.13898719490738334,True,True,True,0.030395182291666666,0.25470540364583333,0.2793024088541667,0.3155029296875,0.3547978515625,0.3512135416666667,0.35104166666666664,0.197962890625,True,True,True,True,True,True,True,True
2026-09-03 19:55:00+00:00,pulse:temp:temperature:20260904091054,pulse,temp,temperature,20260904091054,20.0,13.5,0.0,0.0,0.0,0.0,30.69,0.0,2.827192974701068,True,0.06860711157488135,True,792.2,True,0.3132623051306833,0.35945041030093333,0.13957401534718333,True,True,True,0.030439127604166668,0.25505078124999997,0.2797369791666667,0.3159459635416667,0.35522005208333335,0.35163053385416665,0.3514993489583333,0.19825651041666664,True,True,True,True,True,True,True,True
2026-09-03 20:00:00+00:00,pulse:temp:temperature:20260904091054,pulse,temp,temperature,20260904091054,25.0,13.5,0.0,0.0,0.0,0.0,30.79,0.0,2.8427933184765593,True,0.06782986201725424,True,798.8,True,0.3124950837354667,0.3593484282439333,0.13990128328586668,True,True,True,0.030464192708333334,0.25541080729166665,0.28013444010416666,0.3163759765625,0.3556217447916667,0.3521044921875,0.35193554687499995,0.19851725260416667,True,True,True,True,True,True,True,True
2026-09-03 20:05:00+00:00,pulse:temp:temperature:20260904091054,pulse,temp,temperature,20260904091054,30.0,13.5,0.0,0.0,0.0,0.0,30.91375,0.0,2.8535163157905687,True,0.060066777208534476,True,801.4,True,0.31161311107908335,0.3590529103822167,0.14023053187236664,True,True,True,0.030510416666666665,0.2557350260416667,0.28056119791666667,0.31675195312500004,0.35616503906249997,0.35255794270833335,0.3523597005208333,0.1988046875,True,True,True,True,True,True,True,True
2026-09-03 20:10:00+00:00,pulse:temp:temperature:20260904091054,pulse,temp,temperature,20260904091054,35.0,13.5,0.0,0.0,0.0,0.0,31.01,0.0,2.8668053651767798,True,0.05844992359542373,True,809.5,True,0.31049250210948337,0.35883074133145,0.14071402740138333,True,True,True,0.0305595703125,0.25607161458333333,0.2810123697916667,0.317197265625,0.3566363932291667,0.3530074869791667,0.35278515625,0.19908626302083335,True,True,True,True,True,True,True,True
2026-09-03 20:15:00+00:00,pulse:temp:temperature:20260904091054,pulse,temp,temperature,20260904091054,40.0,13.5,0.0,0.0,0.0,0.0,31.064999999999998,0.0,2.8834801305731608,True,0.06174491573396429,True,796.5,True,0.3090565283431,0.35857940393273335,0.14120191547298333,True,True,True,0.03062044270833333,0.2565517578125,0.2816474609375,0.31789290364583334,0.35737272135416664,0.35375227864583336,0.353494140625,0.199517578125,True,True,True,True,True,True,True,True
2026-09-03 20:20:00+00:00,pulse:temp:temperature:20260904091054,pulse,temp,temperature,20260904091054,45.0,13.5,0.0,0.0,0.0,0.0,31.12,0.0,2.9031627297406666,True,0.06790861010322807,True,791.0,True,0.30733807164053334,0.3583207371963667,0.14179130265818335,True,True,True,0.030664713541666666,0.25704915364583336,0.28221875,0.31851692708333335,0.35784993489583333,0.354361328125,0.35409114583333334,0.19988216145833335,True,True,True,True,True,True,True,True
2026-09-03 20:25:00+00:00,pulse:temp:temperature:20260904091054,pulse,temp,temperature,20260904091054,50.0,13.5,0.0,0.0,0.0,0.0,31.12,0.0,2.9231965287713333,True,0.07260098748268334,True,789.7,True,0.305435700799,0.35790285296304997,0.1424001629869333,True,True,True,0.0307216796875,0.257556640625,0.28280924479166664,0.31912044270833334,0.35856803385416663,0.35505664062500003,0.35475911458333337,0.20029752604166667,True,True,True,True,True,True,True,True
2026-09-03 20:30:00+00:00,pulse:temp:temperature:20260904091054,pulse,temp,temperature,20260904091054,55.0,13.5,0.0,0.0,0.0,0.0,31.12,0.0,2.9502891182644664,True,0.08448321426426667,True,773.8,True,0.29973314427615,0.3513598299349833,0.14219829200738332,True,True,True,0.030765787760416666,0.25793050130208334,0.2832137044270833,0.3196280924479167,0.35909179687500004,0.35556396484375,0.35519694010416664,0.20059407552083333,True,True,True,True,True,True,True,True
2026-09-03 20:35:00+00:00,pulse:temp:temperature:20260904091054,pulse,temp,temperature,20260904091054,60.0,13.5,0.0,0.0,0.0,0.0,31.12,0.0,2.970312937086373,True,0.08443307809549151,True,765.0,True,0.3021255469409833,0.35736889941376665,0.14363203941478334,True,True,True,0.030765787760416666,0.25793050130208334,0.2832137044270833,0.3196280924479167,0.35909179687500004,0.35556396484375,0.35519694010416664,0.20059407552083333,False,False,False,False,False,False,False,False
