cycle,OD_45,OD_90,OD_135,nm_415,nm_445,nm_480,nm_515,nm_555,nm_590,nm_630,nm_680,growth_rate,norm_od,co2_ppm,co2_temp_c,humidity
24,0.19829323237670002,0.30781839626923335,0.19432343357906667,0.03800377887228261,0.3116512398097826,0.35232273267663045,0.40043393342391304,0.4526963739809783,0.45308975883152175,0.450137355638587,0.26024435292119563,0.05358062082771552,0.7120122146717155,690.6,31.151999999999997,61.09349999999999
25,0.19949556285470588,0.30850365142378156,0.19353731452312603,0.03800377887228261,0.3116512398097826,0.35232273267663045,0.40043393342391304,0.4526963739809783,0.45308975883152175,0.450137355638587,0.26024435292119563,0.05401600008741739,0.7075469470785044,693.45,31.168,61.089999999999996
26,0.19937973873677498,0.3084935250018,0.19368756731984998,0.03800377887228261,0.3116512398097826,0.35232273267663045,0.40043393342391304,0.4526963739809783,0.45308975883152175,0.450137355638587,0.26024435292119563,0.052348612096059316,0.7081039379826017,690.7,31.116500000000002,61.175
27,0.20110701214168333,0.309722750286825,0.19254126654388332,0.03800377887228261,0.3116512398097826,0.35232273267663045,0.40043393342391304,0.4526963739809783,0.45308975883152175,0.450137355638587,0.26024435292119563,0.04380742256800862,0.7019651383344483,683.45,31.091500000000003,61.1505
28,0.20461412859779998,0.31193514789285,0.19048328221228333,0.03800377887228261,0.3116512398097826,0.35232273267663045,0.40043393342391304,0.4526963739809783,0.45308975883152175,0.450137355638587,0.26024435292119563,0.0437816280307479,0.6891741945889748,682.55,31.017500000000002,61.318
29,0.208784451750025,0.3145581694912167,0.18785700451210002,0.03800377887228261,0.3116512398097826,0.35232273267663045,0.40043393342391304,0.4526963739809783,0.45308975883152175,0.450137355638587,0.26024435292119563,0.04126346813835294,0.6741010010510756,683.65,30.966500000000003,61.356500000000004
30,0.21298347342204166,0.31710151046801666,0.18526015664691667,0.03800377887228261,0.3116512398097826,0.35232273267663045,0.40043393342391304,0.4526963739809783,0.45308975883152175,0.450137355638587,0.26024435292119563,0.039718674392504275,0.6589063776592393,676.2,30.918,61.31849999999999
31,0.21533533362845833,0.31846303270948334,0.18383348357755833,0.03800377887228261,0.3116512398097826,0.35232273267663045,0.40043393342391304,0.4526963739809783,0.45308975883152175,0.450137355638587,0.26024435292119563,0.04220227543316666,0.6507594653534474,678.1,30.9375,61.18300000000001
32,0.2170270475041833,0.3195521035933833,0.18299723259143336,0.03800377887228261,0.3116512398097826,0.35232273267663045,0.40043393342391304,0.4526963739809783,0.45308975883152175,0.450137355638587,0.26024435292119563,0.046743542740869566,0.6450826604372435,680.95,30.985000000000003,60.95399999999999
33,0.22093040800177502,0.32152418439453334,0.18058031817019166,0.03800377887228261,0.3116512398097826,0.35232273267663045,0.40043393342391304,0.4526963739809783,0.45308975883152175,0.450137355638587,0.26024435292119563,0.051038860210495654,0.6319827746649478,685.55,31.109500000000004,60.568
34,0.22780128065784166,0.32498694758176666,0.17659294116194166,0.03800377887228261,0.3116512398097826,0.35232273267663045,0.40043393342391304,0.4526963739809783,0.45308975883152175,0.450137355638587,0.26024435292119563,0.04509500692522222,0.6089629037999146,689.65,31.121,60.403
35,0.2344255764750972,0.32829457759286806,0.17312000113559722,0.03800377887228261,0.3116512398097826,0.35232273267663045,0.40043393342391304,0.4526963739809783,0.45308975883152175,0.450137355638587,0.26024435292119563,0.044312854517817524,0.5880629566272919,687.4583333333334,31.11375,60.18208333333333
