cycle,OD_45,OD_90,OD_135,nm_415,nm_445,nm_480,nm_515,nm_555,nm_590,nm_630,nm_680,growth_rate,norm_od,co2_ppm,co2_temp_c,humidity
10,0.222647409440275,0.32447082410735,0.17864999297713335,0.03404654947916667,0.2801220703125,0.31282340494791666,0.3524005533854167,0.39739160156250003,0.39637646484375,0.39549218750000004,0.22629475911458333,0.05754008736512389,4.070080068128867,763.25,31.171499999999998,62.69
11,0.23187367572178333,0.32885006730862504,0.17384132751769166,0.03340950520833333,0.27468147786458336,0.30633235677083337,0.3452845052083333,0.38950878906249997,0.38862483723958335,0.388087890625,0.22169824218749998,0.042552143649939124,3.9247105347420956,748.95,31.154500000000002,62.497
12,0.23464880791804169,0.330444823532975,0.17223170622418332,0.03318636067708333,0.27277978515625,0.3040397135416667,0.34276171875,0.3866424153645834,0.38574658203125,0.38530045572916666,0.21995719401041666,0.05109359137294017,3.879672367702957,741.4,31.163,62.2405
13,0.23285143153760834,0.329928320446375,0.17332147131101666,0.03331868489583333,0.2738136393229167,0.3053330078125,0.34411783854166667,0.3881896158854167,0.3872386067708333,0.3868128255208333,0.22093880208333333,0.04804559777526785,3.9082812489373664,736.0,31.194,62.11900000000001
14,0.23574507034916667,0.33147702948658336,0.17226673252786667,0.0331767578125,0.272587890625,0.3039007161458333,0.34252490234375,0.38642740885416665,0.3855369466145833,0.38520735677083334,0.21997395833333336,0.032175253973991305,3.879007573457861,728.25,31.193,62.10850000000001
15,0.24100209639114167,0.33401349593240837,0.17012250187339167,0.032911621093749996,0.27028564453125,0.3011497395833333,0.3396139322916667,0.38304931640625,0.3823219401041667,0.3821492513020833,0.21808089192708333,0.01883164512536752,3.8047970998518545,749.45,31.139,62.239999999999995
16,0.24775762798520834,0.3366657273107416,0.16686295200903334,0.03250862630208333,0.26692252604166666,0.2970631510416667,0.3351923828125,0.3781298828125,0.3774142252604167,0.37746712239583335,0.21516601562499998,0.017772755368036037,3.7131481635323427,756.1,31.103,62.2765
17,0.255062262117475,0.33914646481285,0.163395027064475,0.03211067708333334,0.2634469401041667,0.2929578450520834,0.33068684895833333,0.37305712890625004,0.37240771484375,0.37270491536458333,0.21218717447916668,0.017560184509366073,3.607781173003054,741.9,31.091,62.2435
18,0.26382137535006667,0.3417945825920583,0.15928420357429166,0.03164013671875,0.25947932942708335,0.2881494140625,0.32549430338541663,0.36718343098958334,0.36664843750000004,0.3671630859375,0.20870149739583335,0.043923034035619465,3.4813732641446724,732.7,31.0805,62.16799999999999
19,0.27097128608820836,0.3439892651915833,0.15645420702309168,0.03133805338541667,0.25678141276041666,0.28492220052083334,0.3219482421875,0.3633349609375,0.36270442708333334,0.3634192708333333,0.20636214192708333,0.05697845999688696,3.3935997844846177,728.45,31.069499999999998,62.1425
20,0.27419771419676664,0.34513483356855,0.15559281979358333,0.03126513671875,0.25604182942708337,0.2841123046875,0.32103580729166664,0.36242431640625,0.3618380533854167,0.3626064453125,0.20592220052083335,0.04752784732934513,3.3673690086558055,711.95,31.068,62.037
21,0.27826980422559167,0.346398727116325,0.15425445325569165,0.031137858072916667,0.25492822265625004,0.28277669270833333,0.31962744140625,0.36080192057291666,0.36029069010416664,0.36115087890625003,0.20505322265624998,0.03258550324743363,3.3208626102252388,704.55,31.080000000000002,61.798
22,0.28804661025661665,0.3489368398253417,0.15084977535935,0.03077880859375,0.251765625,0.27898551432291663,0.31559912109375,0.35634082031250003,0.3558644205729167,0.35691259765625,0.2024228515625,0.03637744205044737,3.2105591706681404,704.9,31.034,61.709
23,0.30049644165416667,0.3510351650157583,0.14608235461926666,0.03027164713541667,0.24751741536458333,0.27385286458333336,0.31007877604166667,0.3501409505208333,0.3497291666666667,0.3510322265625,0.1987548828125,0.04371032128927434,3.055078937900885,716.9,31.0075,61.763999999999996
24,0.311742781475375,0.35288821564475004,0.14250286043541666,0.029918619791666667,0.24445751953125,0.2701695963541667,0.30612483723958334,0.34573518880208337,0.3454002278645833,0.34691927083333335,0.196197265625,0.04595821105269565,2.9356949932127305,720.6,30.97,61.729
25,0.3167334987265583,0.3538812312666583,0.14136890310815833,0.02985367838541667,0.24374072265625,0.26937076822916667,0.3053274739583333,0.34492154947916664,0.3446155598958333,0.34622249348958334,0.19577018229166665,0.03526670045689565,2.893138418060687,711.1,30.95,61.702
26,0.31895128684668334,0.3547215778424,0.14146277075319166,0.02989860026041667,0.24402880859374998,0.26972672526041663,0.30576481119791665,0.3454187825520833,0.34513362630208333,0.34676822916666666,0.19615413411458332,0.05458022183157391,2.8956412577952695,724.4,30.960500000000003,61.6785
27,0.32673876233620003,0.35523819708147497,0.13892003307294168,0.0296708984375,0.24200911458333335,0.2672657877604167,0.30318180338541667,0.3426360677083334,0.3423561197916667,0.34409049479166665,0.19450602213541668,0.013240821491410256,2.80656099617082,730.3,30.906,61.729
28,0.33782767868281666,0.3568002555919417,0.13627336527125833,0.02942236328125,0.23980403645833331,0.2646455078125,0.30041064453125,0.3395621744791667,0.33939697265624996,0.34123876953125,0.19275618489583335,0.042308172735401786,2.712087632926473,729.95,30.894,61.83
29,0.3494880973218667,0.35727745197865,0.13283026698460002,0.029058756510416665,0.23670996093750002,0.26094775390625,0.29637109375000004,0.3350270182291667,0.33488362630208335,0.3370030924479167,0.19000048828125002,0.04650798488373729,2.5912766479625424,731.25,30.9175,61.7975
30,0.35980009912802496,0.35752962348156664,0.12997030950150001,0.028785319010416664,0.23437239583333333,0.25815218098958337,0.29333642578125,0.331642578125,0.33157063802083336,0.33384472656249997,0.18800878906250001,0.03560991963060909,2.4897633512379724,738.85,30.912,61.91799999999999
31,0.36517288503110834,0.35731417742789995,0.12844792668029167,0.02864990234375,0.23321809895833334,0.25674576822916667,0.2918640950520833,0.3300006510416667,0.3299923502604167,0.33229866536458336,0.18707796223958334,-0.0003850980117327587,2.4279423667198445,755.65,30.8975,62.027
32,0.37296920132244166,0.3579094671034,0.12688471207063332,0.028520833333333332,0.23195084635416666,0.2552877604166667,0.2903102213541667,0.32840348307291667,0.3284130859375,0.33081217447916667,0.1861824544270833,0.04201242160739286,2.3707718784620266,760.6,30.9,62.053999999999995
33,0.3863275987610583,0.3581938338427167,0.12400151185169167,0.02823828125,0.2295400390625,0.2523439127604167,0.2872233072916667,0.324912109375,0.32506559244791666,0.3276097005208333,0.18417789713541666,0.04158665698841964,2.2588293668154913,758.3,30.851,62.1275
34,0.40491991531964167,0.3576364254065583,0.11976721941615834,0.02779361979166667,0.2257021484375,0.24775130208333335,0.28229524739583334,0.31947900390625,0.31959586588541666,0.3224322916666667,0.18090494791666664,0.02694025865779279,2.0938290348013333,767.2,30.803499999999996,62.234500000000004
35,0.4209532600243125,0.3570089528933611,0.11632890661488887,0.027444661458333335,0.22274671766493054,0.24416951497395833,0.27847073025173613,0.315238037109375,0.31541042751736115,0.31837320963541665,0.178370361328125,0.008308026168233083,1.9545747192072633,768.625,30.820416666666663,62.25083333333333
