cycle,OD_45,OD_90,OD_135,nm_415,nm_445,nm_480,nm_515,nm_555,nm_590,nm_630,nm_680,growth_rate,norm_od,co2_ppm,co2_temp_c,humidity
0,0.2004909623991111,0.30484424975847224,0.19293386308075,0.03681138780381945,0.30400716145833334,0.3412197536892361,0.38350355360243055,0.4321478949652778,0.4310667588975694,0.4285158962673611,0.24677680121527779,0.190183065057831,4.478761439031958,998.3333333333334,31.53833333333333,65.7725
1,0.1783535923218,0.30355544667129164,0.19889656183216667,0.03737434895833334,0.30866438802083335,0.3468116861979167,0.38968880208333334,0.43918587239583334,0.438080078125,0.4352467447916667,0.25108300781250004,0.20809127051172413,4.652588998961767,957.45,31.564999999999998,64.65549999999999
2,0.17644975405418334,0.30553731412975,0.199405351226225,0.0372216796875,0.30720458984375004,0.34516276041666666,0.38792138671875,0.4372981770833333,0.43616959635416663,0.433564453125,0.25002783203125,0.15591359100683477,4.670415486909573,936.8,31.500999999999998,64.1225
3,0.18659833987911664,0.3065214671206083,0.19720187500770833,0.036820312499999994,0.30396093750000003,0.34121907552083336,0.38360677083333333,0.43224511718749997,0.43116129557291666,0.42873665364583335,0.24698307291666666,0.07922941561169827,4.5981239042336295,914.7,31.395,63.964
4,0.19446848976783335,0.30866587912655835,0.19354372135102502,0.03624837239583333,0.2992037760416667,0.33547054036458335,0.37733837890625,0.42510074869791664,0.4240304361979167,0.42184684244791665,0.24271337890625,0.042420926524878264,4.492192518085826,882.95,31.285500000000003,63.8895
5,0.20209210245894166,0.312017129474,0.19019383604263332,0.03574934895833334,0.29484228515625,0.33026806640624995,0.37156852213541663,0.41881070963541667,0.4176722005208333,0.41573942057291663,0.23888541666666668,0.04344248279741228,4.394934340010456,847.1,31.244,63.777499999999996
6,0.20643061602085833,0.314975285456475,0.18761650746445832,0.03533935546875,0.29129671223958337,0.3260763346354167,0.36694287109375,0.41371744791666665,0.412630859375,0.41095882161458336,0.2359091796875,0.060228787806672415,4.322505551180121,821.15,31.2395,63.5615
7,0.20878316080150836,0.31653663893669165,0.18690663812935832,0.035199869791666664,0.29006526692708334,0.32464697265625003,0.3653743489583333,0.4119742838541667,0.4108448893229167,0.40928352864583334,0.23491097005208333,0.07184601942778761,4.297086796251044,801.0,31.2385,63.2435
8,0.20987496540056666,0.3174456957111833,0.18622022663374166,0.03508642578125,0.289017578125,0.32344042968750003,0.3640234375,0.41039518229166666,0.40932763671875,0.4078966471354166,0.23407454427083335,0.07674230723783186,4.279063891638381,781.6,31.242,62.943
9,0.21477287580717502,0.3204317223221417,0.183586327476125,0.03469108072916667,0.28571695963541666,0.31953759765625,0.35974300130208337,0.4054542643229167,0.40453564453125,0.40333968098958334,0.23121565755208331,0.07414409358343965,4.203729706470577,765.45,31.2185,62.76950000000001
