experiment,pioreactor_unit,timestamp,channel,intensity,source_of_event,timestamp_localtime,hours_since_experiment_created
Pulse experiments,pioreactor01,2026-09-04T17:11:50.482Z,C,10.0,,2026-09-04 22:56:50.482,1614.836388888889
Pulse experiments,pioreactor01,2026-09-04T17:21:56.657Z,C,0.0,,2026-09-04 23:06:56.657,1615.004722222222
Pulse experiments,pioreactor01,2026-09-04T17:42:01.114Z,C,0.0,,2026-09-04 23:27:01.114,1615.339444444445
Pulse experiments,pioreactor01,2026-09-04T17:52:05.473Z,C,0.0,,2026-09-04 23:37:05.473,1615.507222222222
Pulse experiments,pioreactor01,2026-09-04T18:02:10.810Z,C,0.0,,2026-09-04 23:47:10.810,1615.675277777778
Pulse experiments,pioreactor01,2026-09-04T18:12:12.932Z,C,25.0,,2026-09-04 23:57:12.932,1615.8425
Pulse experiments,pioreactor01,2026-09-04T18:22:18.088Z,C,0.0,,2026-09-05 00:07:18.088,1616.010833333333
Pulse experiments,pioreactor01,2026-09-04T18:32:21.065Z,C,0.0,,2026-09-05 00:17:21.065,1616.178333333333
Pulse experiments,pioreactor01,2026-09-04T18:42:21.700Z,C,0.0,,2026-09-05 00:27:21.700,1616.345
Pulse experiments,pioreactor01,2026-09-04T19:02:23.183Z,C,0.0,,2026-09-05 00:47:23.183,1616.678888888889
Pulse experiments,pioreactor01,2026-09-04T19:12:23.361Z,C,45.0,,2026-09-05 00:57:23.361,1616.845555555556
Pulse experiments,pioreactor01,2026-09-04T19:22:23.455Z,C,0.0,,2026-09-05 01:07:23.455,1617.012222222222
Pulse experiments,pioreactor01,2026-09-04T19:32:23.529Z,C,0.0,,2026-09-05 01:17:23.529,1617.178888888889
Pulse experiments,pioreactor01,2026-09-04T19:42:23.603Z,C,0.0,,2026-09-05 01:27:23.603,1617.345555555556
Pulse experiments,pioreactor01,2026-09-04T19:52:23.670Z,C,0.0,,2026-09-05 01:37:23.670,1617.512222222222
Pulse experiments,pioreactor01,2026-09-04T20:02:23.729Z,C,0.0,,2026-09-05 01:47:23.729,1617.678888888889
Pulse experiments,pioreactor01,2026-09-04T20:12:23.843Z,C,15.0,,2026-09-05 01:57:23.843,1617.845555555556
Pulse experiments,pioreactor01,2026-09-04T20:22:23.909Z,C,0.0,,2026-09-05 02:07:23.909,1618.012222222222
Pulse experiments,pioreactor01,2026-09-04T20:32:23.985Z,C,0.0,,2026-09-05 02:17:23.985,1618.178888888889
Pulse experiments,pioreactor01,2026-09-04T20:42:24.069Z,C,0.0,,2026-09-05 02:27:24.069,1618.345833333333
Pulse experiments,pioreactor01,2026-09-04T20:52:24.133Z,C,0.0,,2026-09-05 02:37:24.133,1618.5125
Pulse experiments,pioreactor01,2026-09-04T21:02:24.197Z,C,0.0,,2026-09-05 02:47:24.197,1618.679166666667
Pulse experiments,pioreactor01,2026-09-04T21:12:24.699Z,C,35.0,,2026-09-05 02:57:24.699,1618.845833333333
Pulse experiments,pioreactor01,2026-09-04T21:22:24.762Z,C,0.0,,2026-09-05 03:07:24.762,1619.0125
Pulse experiments,pioreactor01,2026-09-04T21:32:25.756Z,C,0.0,,2026-09-05 03:17:25.756,1619.179444444444
Pulse experiments,pioreactor01,2026-09-04T21:42:25.831Z,C,0.0,,2026-09-05 03:27:25.831,1619.346111111111
Pulse experiments,pioreactor01,2026-09-04T21:52:25.896Z,C,0.0,,2026-09-05 03:37:25.896,1619.512777777778
Pulse experiments,pioreactor01,2026-09-04T22:02:25.951Z,C,0.0,,2026-09-05 03:47:25.951,1619.679444444444
Pulse experiments,pioreactor01,2026-09-04T22:12:26.032Z,C,50.0,,2026-09-05 03:57:26.032,1619.846388888889
Pulse experiments,pioreactor01,2026-09-04T23:12:27.274Z,C,0.0,,2026-09-05 04:57:27.274,1620.846666666667
