run_key,modality,input_type,condition,run_id,steps,norm_od_mae,norm_od_rmse,norm_od_r2,growth_rate_mae,growth_rate_rmse,growth_rate_r2,od_45_mae,od_45_rmse,od_45_r2,od_90_mae,od_90_rmse,od_90_r2,od_135_mae,od_135_rmse,od_135_r2,nm_415_mae,nm_415_rmse,nm_415_r2,nm_445_mae,nm_445_rmse,nm_445_r2,nm_480_mae,nm_480_rmse,nm_480_r2,nm_515_mae,nm_515_rmse,nm_515_r2,nm_555_mae,nm_555_rmse,nm_555_r2,nm_590_mae,nm_590_rmse,nm_590_r2,nm_630_mae,nm_630_rmse,nm_630_r2,nm_680_mae,nm_680_rmse,nm_680_r2
pulse:chem:salt:20260818140329,pulse,chem,salt,20260818140329,124,0.06290852034272999,0.08968785720033509,-1.2223580954881301,0.043514888144186824,0.04841502392900732,-0.11687295586593427,0.0665719828572026,0.07693860703231238,-4.62990913451694,0.0068872125839330575,0.007346580923776204,-1.5777094689779187,0.02418366041576999,0.028735899312845786,-4.864075914540248,0.002017834853572752,0.0024477342520077077,-2.9237922995046355,0.01811389413211192,0.02177933292496381,-4.186023284783212,0.019740287207720555,0.02379041280234179,-2.8406369941581717,0.020593292808256097,0.024832432140913893,-2.4348850864438627,0.023285327018555353,0.02780212430092288,-2.3386331785924206,0.020634186187469147,0.024764579988157676,-1.6744750401555208,0.022817758167134057,0.02743437813665627,-2.3995098991524086,0.015717741399784147,0.019000062137626325,-2.928229328659668
pulse:chem:salt:20260818140611,pulse,chem,salt,20260818140611,123,0.2056227998235515,0.21604695082398148,-245.546162901564,0.014357478765253104,0.018190127602820412,0.06569404656022548,0.08150273657005463,0.0875786900357729,-104.93943013661406,0.008314662076782957,0.009269438659254366,0.028172938254691582,0.015204137898411307,0.0185845615475627,-40.66822109356794,0.001337141768234538,0.0015927694030400223,-5.259801705790192,0.011707520142480301,0.01460138909557212,-16.830603090077012,0.014460884451543103,0.017872043880169566,-8.683004849120508,0.017378208887286316,0.021516340313213207,-10.292218658315726,0.020112055302958516,0.024924213900521273,-8.941371017614427,0.020415618258763146,0.02505360084153586,-8.470135638874043,0.018103370594138385,0.02238440548807151,-5.885689656028654,0.011573327092297364,0.014026732824622924,-4.211183310986776
pulse:chem:salt:20260818141033,pulse,chem,salt,20260818141033,110,0.27999473582625456,0.3269024137148986,-29.97996783535361,0.03551314667546628,0.04016789009303727,-3.417589963249932,0.08556424463258404,0.09512350937964369,-8.495196003702244,0.04441347044920853,0.047970431408201675,-22.519113164518885,0.03721756488649898,0.040861078849889626,-14.404489208187762,0.0036018550386934757,0.004027155207723419,-4.812716983006728,0.027318073944611998,0.0304713767133837,-3.403884289804056,0.032326758813858054,0.0361124321304182,-3.410949745130498,0.03911067605524353,0.04372789049271781,-4.084431830910834,0.043762849424102114,0.04905581437858257,-4.525660088401849,0.045542812264326854,0.050930763503190916,-5.172749037524423,0.041252823835430746,0.04618521239555056,-4.811683368401177,0.025176966774102423,0.028177727013139038,-4.951620376180101
pulse:chem:sulfur:20260703114147,pulse,chem,sulfur,20260703114147,124,0.48120576204105175,0.5844580224760774,-129.04932699675746,0.018864456303565782,0.024973164052420924,0.005862700313261304,0.05710378110019797,0.06785086465092874,-14.465364400866962,0.04157446732008033,0.04928452622337753,-27.687105896485242,0.03941064682255434,0.04631911646487509,-25.585657578028773,0.007883007087774853,0.0090906606819867,-38.926434708208376,0.06845497234726465,0.07818058546565891,-37.657725983290476,0.07957949367838524,0.09104356755740615,-36.37001891238528,0.08954872145191317,0.10263984597543663,-41.57665801170431,0.09835293187569548,0.11293983059305533,-39.93382693698449,0.0990012170236598,0.1147976390742024,-41.848449043135965,0.0910275373356317,0.10583371223014257,-39.81970742514802,0.0566989829819049,0.06598215663734518,-40.070028838315544
pulse:chem:sulfur:20260812151220,pulse,chem,sulfur,20260812151220,123,0.7901838158092768,0.8978795801851979,-170.02381615365059,0.02261407786521915,0.026111265080867477,-0.8356580888410832,0.043970466918709476,0.04456621699991201,-14.876394316102997,0.04203155005431922,0.0426904948221507,-7.9800057359947,0.030329096145429644,0.031004772659077966,-7.7083391099903515,0.008554743831235181,0.008792945818700586,-4.419986871242227,0.06916140590062954,0.07134392757071703,-3.946543766060266,0.07872869061454524,0.08141179596656312,-3.652742138760847,0.09108952991943049,0.0940684698482023,-3.9363872614331443,0.1011054340694655,0.10433253379312814,-3.769769487825746,0.0998322189429265,0.10336074944855003,-3.6580716026944833,0.09282287039860154,0.09620112644503681,-3.440110398941324,0.058036294323319006,0.060167505403984446,-3.4765624525815806
pulse:chem:sulfur:20260813211237,pulse,chem,sulfur,20260813211237,111,0.1875330064469915,0.2020653933413178,-18.62920995687864,0.03525935937967167,0.03889483656370037,-0.10799334719910925,0.1266436187057911,0.13832996930822072,-50.61394893472391,0.037363129739288646,0.039746391913966415,-39.67100041223781,0.046475314110093244,0.05090468107841261,-36.951178823537504,0.005206508476812884,0.005415581490066976,-42.482314851403686,0.04147380941264978,0.043637653230937684,-41.18285816164749,0.04683841422656632,0.049290090565690295,-36.9319248734539,0.05536772674483221,0.057806578753145064,-36.738523158032926,0.06186173998915753,0.06487357659191643,-37.361307426441826,0.057561413651830075,0.06000152572015463,-33.586958450834175,0.057693374716125775,0.06026053320691501,-39.0998787163937,0.036235696004317655,0.03803800834351327,-43.49043330847936
pulse:chem:sulfur:20260813212104,pulse,chem,sulfur,20260813212104,111,0.2584948618376266,0.26527761870411987,-205.09313802436054,0.04377148670490416,0.04872056399713771,-0.015335378638404285,0.1561077539559302,0.18108142541523328,-4.494989437930423,0.017413677849187282,0.019375278363632707,-1.7579904959758679,0.027529226658294586,0.0313800234441629,-10.176841746099944,0.0042868027811473215,0.0045742869363855744,-21.612358067241267,0.04163547694146102,0.043964933259358074,-28.15368267362606,0.05100860460312878,0.05352602574735953,-29.056345969182455,0.05525181820227938,0.05789157757126189,-30.155746961275142,0.061570635199188845,0.06465215481299187,-30.62639896837054,0.0606464820903343,0.0632151290737816,-30.169311771628283,0.054422497826653586,0.05752614458666534,-25.537507184874308,0.03194994902968768,0.03405548627042635,-22.27210276906088
pulse:chem:sulfur:20260814100658,pulse,chem,sulfur,20260814100658,111,0.14015676257836457,0.1647255995477323,-12.029819198339947,0.05218030407345061,0.059413440476537176,0.029511318093423777,0.035472548600801415,0.04026249892673569,-0.9014976656889011,0.009951949925007378,0.010543563694020158,-2.7785071499589677,0.006469910126077334,0.007903575643295411,-0.0062991146781292695,0.0007268986790566913,0.0008439334663718351,0.45888545467240094,0.006502822922514723,0.008061179072793384,0.4520552611792641,0.009146041467025127,0.010187652937665445,0.3227503617017715,0.010909826687506391,0.012205316371767888,0.1064091789673487,0.013080923025314519,0.014884050387603279,-0.1195532937738597,0.013796001605443432,0.015636126540830318,-0.28657710713533224,0.011765422473082678,0.01324750879465188,-0.00262044270045525,0.006841468360330981,0.0076474165051846985,0.13755707802863504
pulse:chem:uracil:20260715124827,pulse,chem,uracil,20260715124827,127,0.4896720613498452,0.5442926441564618,-44.34477639391673,0.013706016207839752,0.015471127596065077,-2.433858351152005,0.028192857254233497,0.035504240988408355,-4.311255625614966,0.025305668352093077,0.03267661059881,-3.0842236319064336,0.024699781347473155,0.031081137456023877,-4.059737682086253,0.004853096558978845,0.006173848539111746,-3.887385243320514,0.03518143449054927,0.0445715102326922,-3.2503793388593003,0.04499205811067516,0.05721164304130813,-3.7849002041637076,0.05564934185108175,0.07027604392767371,-3.3587983819290175,0.06128550306142471,0.07772768727860369,-3.258612503957755,0.060367522412397734,0.07634901835909035,-3.4450624946093455,0.05475906022201999,0.06992161115923995,-3.2309689560520507,0.03459106887356815,0.04419590589318773,-3.632177390907402
pulse:temp:temp:20260904085950,pulse,temp,temp,20260904085950,93,3.2507847143712776,3.3116684128603997,-140.68569893085515,0.016165013653262048,0.017822382397969665,0.2759479620574402,0.029926749724603897,0.03223762577394482,-7.489144466153286,0.014538547831777235,0.016466897078807066,-0.41539828303732995,0.010828432808086838,0.011972989745054506,-0.22752565833090377,0.0025216003259023365,0.0032471909032405753,-0.5060733021199624,0.019420100889344177,0.025736498473115405,-0.3222405650735476,0.018075228686781908,0.02738994507057356,-0.03164565702919453,0.025004286586374484,0.03614123117563411,-0.5811548023380262,0.03351024930719016,0.043706917591176925,-0.8623492136305742,0.02645856556339541,0.03829596474389137,-0.4357896825223986,0.02655172999527143,0.03706751990607573,-0.452384010142302,0.014612215536228138,0.021456346191179566,-0.24827814317159547
pulse:temp:temp:20260904090547,pulse,temp,temp,20260904090547,78,2.9247136954417576,2.9749341814272565,-651.9841393682234,0.009648369316286404,0.011176359394257375,-0.11773534654831974,0.0404906188023142,0.04479207657100835,-120.34046641044654,0.025846269571759055,0.02762793328814159,-19.902905388112405,0.0180218441424666,0.023114358390863773,-23.14666295658837,0.0010134236347078987,0.002235394496170464,-1.0689406835793518,0.0072586552774107195,0.01637287765796392,-0.8101574692343139,0.011628136974499685,0.02462395565637746,-1.690168539524231,0.01308838039551654,0.029279405341009316,-1.6649595412020033,0.009888677911432723,0.022885049741808296,-0.2697741621184153,0.028066815190303192,0.04267622004852318,-3.4772419624275974,0.021657645612509904,0.028889192082023726,-1.2392139341800332,0.016786887803194605,0.022285968687639934,-2.3685546137504288
pulse:temp:temp:20260904091054,pulse,temp,temp,20260904091054,80,1.0310578659917569,1.1647618728497704,-5.0340521530355335,0.04561801689828484,0.050866844462201,-3.445958152567986,0.112404133023477,0.11444356621901035,-9.28431095600196,0.09250176099487037,0.09295711204847314,-66.58483072055783,0.0920831653852657,0.09245327275094913,-33.65870434126432,0.017883981419140067,0.017917315058095015,-76.25829281295927,0.15080767622290378,0.15099941216532398,-74.04454246318527,0.17583274617262923,0.17618590020938202,-72.48525511676706,0.19745850906063575,0.19800206541536547,-67.96932190769846,0.22861606147045171,0.22894799974694421,-74.29580705063938,0.2179342190175194,0.21882575428435708,-71.81026181304492,0.21451672835792915,0.21482288305478037,-76.6284878146116,0.1318396564528091,0.13210416629352523,-74.89406781679315
pulse:uv:uv:20260905150354,pulse,uv,uv,20260905150354,81,2.6834098238862665,2.793766853492161,-88.72901362540229,0.018289763473653298,0.023182449454755526,0.12714986605394896,0.007648370573145336,0.009041770415338693,0.5002409818938912,0.009766662770042582,0.01052373366110259,0.32602297763723553,0.017949393765572946,0.018151758668171116,-1.5644767024391637,0.006461192064105939,0.006497102055848425,-9.036608978657483,0.05456133609019405,0.05465933863333666,-10.427555951600896,0.06406690968070526,0.06433926366722437,-10.041428133289507,0.07412404773588963,0.0745958611070974,-9.7314617763861,0.08845621917336931,0.08865178804879931,-10.719934507824375,0.07898244845809568,0.07986739983982957,-8.684700694326295,0.0815806870893068,0.08176439767801733,-9.960486721712245,0.04938221076256179,0.049525364353202275,-9.271092096333954
pulse:uv:uv:20260905150930,pulse,uv,uv,20260905150930,74,2.7299269913969546,2.8084063400616546,-203.56444516878412,0.01725161051685136,0.01977467240302313,0.205155700012443,0.014059353769153324,0.017173840700906835,-3.5461720531548444,0.005073021918386613,0.005705346079705419,0.5455118751501375,0.013002653424743285,0.014532788547272347,-2.533374767879488,0.005393928267982737,0.005493898615903054,-12.148402459397143,0.04755419411861803,0.04794036046257884,-15.32176546877017,0.05295081389283387,0.054032759950338176,-13.288942645720804,0.06173560003626637,0.06330726932153025,-12.881525383777971,0.07352083922801143,0.0739758841080111,-13.857543188935391,0.06351441723516604,0.066142363666743,-11.037645585849695,0.06689629661466626,0.06731185690012047,-12.348802769916984,0.039735033820517636,0.04033914687968464,-11.22993070841607
pulse:uv:uv:20260905151517,pulse,uv,uv,20260905151517,70,2.431484571574594,2.5147849134724214,-200.10211892670853,0.017398956518733816,0.029048658151683476,0.13136999826247064,0.007816384887835629,0.00992495359377277,-0.6016580869881873,0.01919430214746142,0.019369914638203735,-5.4746091362675084,0.021201268759675467,0.022280589051816038,-9.164086961960995,0.007693922396443356,0.0077794434431229225,-37.2187442145299,0.06754551242054374,0.06792945512324769,-46.06964546024992,0.07413328308644504,0.07521355363066042,-39.9782364380053,0.0842733456535616,0.0857772026610557,-34.390352866473165,0.10108249961926744,0.10149601981462508,-37.68759363914883,0.0895004701499202,0.09197952028487992,-31.81861923912858,0.09285492253188353,0.09326616167463435,-35.32243767543778,0.05543599192762146,0.0560619629925144,-32.36848635032982
sine:chem:glucose:20260823121413,sine,chem,glucose,20260823121413,138,0.9937046646652099,0.9986327562208922,-3178.836287989109,0.016907852568415628,0.01756843024156097,-12.07214839215007,0.003859462620430571,0.004558160442445299,-1.2833727943319055,0.0030137804697424352,0.003494236989708832,0.23310187448868414,0.008158110774361679,0.008484409136853806,-7.065058338526937,0.0012509707737947612,0.0013891888385551834,-2.2777888970357885,0.014052592674315236,0.014714850324346196,-5.71064726093115,0.015438534759668892,0.01649779005402316,-3.8018319855272127,0.017524761180370902,0.018956558051952645,-3.583736966887219,0.016722934513276326,0.018466063138840916,-2.406362261953028,0.00986295149867661,0.013073157965056953,-0.42631564749283024,0.00929549155834216,0.012654947427304806,-0.241060621950542,0.005193882422170772,0.007156424518402925,0.09329927872323263
sine:chem:nitro:20260823121923,sine,chem,nitro,20260823121923,146,0.09870382696951492,0.10579214493299237,-8.6864804463366,0.037197129936299284,0.055799204285287285,-0.03166915930311842,0.054566639704177744,0.05740629253054536,-8.69310088563178,0.008762471770761596,0.00939230075144854,-4.449319320091933,0.010313615543152384,0.010992061330763652,-2.463224743325344,0.0004642850960770809,0.0006618860416699492,-0.1399797380692156,0.004884738062614733,0.006526165531332684,-0.32438857418133504,0.00593658121699069,0.007679922859406849,-0.40726649181275865,0.007184203872941965,0.008696614581954597,-0.5964957197211258,0.010328723782273756,0.011376127577760029,-1.4432670773781218,0.011127266120148594,0.012023491971535029,-1.8232007879664751,0.010569039662679061,0.011437252462351716,-1.9187862005716072,0.007350698039139816,0.007905234027630758,-2.6239809408249886
