timestamp,run_key,volume_ml,pred_norm_od,norm_od,pred_growth_rate,growth_rate,pred_co2_ppm,co2_ppm,pred_od_45,od_45,pred_od_90,od_90,pred_od_135,od_135,pred_nm_415,nm_415,pred_nm_445,nm_445,pred_nm_480,nm_480,pred_nm_515,nm_515,pred_nm_555,nm_555,pred_nm_590,nm_590,pred_nm_630,nm_630,pred_nm_680,nm_680
2026-09-02 03:15:00+00:00,pulse:chem:glucose:20260902182036,20.5,2.5294824,,0.012046082,,0.48727766,,0.1308349,,0.23194343,,0.26941007,,0.05561312,,0.46617603,,0.5275811,,0.5964917,,0.6691872,,0.6615814,,0.650464,,0.3820699,
2026-09-02 03:20:00+00:00,pulse:chem:glucose:20260902182036,20.5,2.6010404,,0.011612909,,0.51746976,,0.13161847,0.183629153454279,0.22946814,0.302977212283907,0.27026278,0.2015997594187674,0.056127638,0.0389238757621951,0.47061607,0.329340224847561,0.53313816,0.3692601943597561,0.6023749,0.4132169397865853,0.67729235,0.463797637195122,0.666172,0.4586837842987805,0.65681076,0.45384765625,0.38613144,0.262545731707317
2026-09-02 03:25:00+00:00,pulse:chem:glucose:20260902182036,20.5,2.6421802,4.710038607166389,0.011357782,0.0132738155063518,0.53585917,,0.13181064,0.1825868047806,0.22788112,0.3022895902720333,0.27086702,0.2020917917109333,0.05645258,0.0388098958333333,0.47337323,0.3284742838541666,0.53666854,0.36812890625,0.60605043,0.4113912760416667,0.68244636,0.4618610026041667,0.6690773,0.4567822265625,0.66060114,0.4520091145833333,0.38862053,0.2613919270833333
2026-09-02 03:30:00+00:00,pulse:chem:glucose:20260902182036,20.5,2.6645486,4.730161902607255,0.0112081375,0.0404475292188363,0.54684305,,0.13171278,0.1818126099929,0.22688703,0.3008971993204333,0.2712888,0.202616112858,0.056652486,0.0387737630208333,0.4750295,0.3282747395833333,0.53885925,0.3676253255208334,0.60832447,0.4110169270833333,0.6856594,0.4614876302083333,0.6708682,0.4564475911458333,0.6627847,0.4516878255208333,0.39009738,0.2611878255208333
2026-09-02 03:35:00+00:00,pulse:chem:glucose:20260902182036,20.5,2.6750817,4.728018487700035,0.011129187,0.0166737456539655,0.55305403,,0.13146944,0.1815838167907333,0.2262883,0.30431430460965,0.27157325,0.2026753457193666,0.056769654,0.0387620442708333,0.4759742,0.3282080078125,0.54017425,0.3674384765624999,0.6096822,0.4109440104166666,0.68759745,0.4614749348958333,0.671913,0.4563509114583333,0.6639426,0.4516982421875,0.3909288,0.261169921875
2026-09-02 03:40:00+00:00,pulse:chem:glucose:20260902182036,20.5,2.6779325,4.72202355759017,0.011099191,0.0030513983609322,0.5561142,,0.13116828,0.1812295823911333,0.22596289,0.3046100286286666,0.27175027,0.20293948401585,0.056830704,0.0387721354166666,0.47644258,0.3284150390624999,0.5408988,0.3675397135416666,0.61041903,0.4112125651041667,0.68867296,0.4616865234375,0.6724397,0.45664453125,0.6644242,0.4519091796875,0.39133328,0.2613330078124999
2026-09-02 03:45:00+00:00,pulse:chem:glucose:20260902182036,20.5,2.6757164,4.732714056451914,0.011103407,0.0109686317246551,0.55705833,,0.13085952,0.1802750957569166,0.22583106,0.30416622791285,0.27184254,0.2037200082019833,0.056853008,0.038861328125,0.47658437,0.3290986328125,0.541216,0.3683642578125,0.61072505,0.4119856770833333,0.6891532,0.4626285807291667,0.67259765,0.4576227213541666,0.6644506,0.4528141276041666,0.39144802,0.2619176432291666
2026-09-02 03:50:00+00:00,pulse:chem:glucose:20260902182036,20.5,2.670137,4.765785484448207,0.011131525,0.0356112798637241,0.5565639,,0.1305699,0.1784479746828,0.22583848,0.30087231997295,0.2718681,0.2049602013743833,0.056848228,0.0390279947916666,0.47649884,0.3305266927083333,0.5412482,0.3700934244791666,0.6107271,0.4138287760416667,0.689217,0.4646555989583333,0.67248946,0.4596614583333333,0.6641669,0.4548125,0.39136282,0.263162109375
2026-09-02 03:55:00+00:00,pulse:chem:glucose:20260902182036,20.5,2.6623344,4.817998442263141,0.011176232,0.0679352244862105,0.5550856,,0.1303117,0.1765294103262333,0.22594684,0.2977842152067666,0.27184182,0.2068636419525833,0.056824397,0.0392903645833333,0.476254,0.3325367838541667,0.5410793,0.3725950520833334,0.6105129,0.4164322916666666,0.68898743,0.4679065755208333,0.672188,0.4626946614583333,0.6636714,0.45771875,0.39113846,0.2649957682291666
2026-09-02 04:00:00+00:00,pulse:chem:glucose:20260902182036,20.5,2.6530857,4.83603973299317,0.011232249,0.0635652567585932,0.55293536,,0.13008921,0.16483092187275,0.22612852,0.2846364957429,0.2717756,0.2011186516825166,0.05678717,0.0396537341101694,0.47589743,0.3354555084745763,0.54076827,0.376123874470339,0.6101447,0.4203654661016949,0.68855125,0.4722494041313559,0.6717463,0.4672752251059322,0.66303176,0.4619925185381356,0.3908174,0.2676049390889831
