experiment,pioreactor_unit,timestamp,message,source,level,task,timestamp_localtime,hours_since_experiment_created
Pulse experiments,pioreactor01,2026-09-05T01:45:06.567Z,Init.,app,DEBUG,temperature_automation,2026-09-05 07:30:06.567,1623.390833333333
Pulse experiments,pioreactor01,2026-09-05T01:45:06.576Z,Starting thermostat.,app,INFO,temperature_automation,2026-09-05 07:30:06.576,1623.390833333333
Pulse experiments,pioreactor01,2026-09-05T01:45:06.587Z,'Thermostat' object has no attribute '_latest_od_event',app,ERROR,temperature_automation,2026-09-05 07:30:06.587,1623.390833333333
Pulse experiments,pioreactor01,2026-09-05T01:45:06.600Z,"'Thermostat' object has no attribute '_latest_od_event'
Traceback (most recent call last):
  File ""/opt/pioreactor/venv/lib/python3.13/site-packages/pioreactor/background_jobs/base.py"", line 485, in _callback
    return actual_callback(message)
  File ""/opt/pioreactor/venv/lib/python3.13/site-packages/pioreactor/automations/base.py"", line 292, in _set_ods
    self._latest_od_event.set()
    ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'Thermostat' object has no attribute '_latest_od_event'. Did you mean: '_latest_od_fused'?",app,DEBUG,temperature_automation,2026-09-05 07:30:06.600,1623.390833333333
Pulse experiments,pioreactor01,2026-09-05T01:45:06.606Z,'Thermostat' object has no attribute '_latest_od_fused_event',app,ERROR,temperature_automation,2026-09-05 07:30:06.606,1623.390833333333
Pulse experiments,pioreactor01,2026-09-05T01:45:06.609Z,"'Thermostat' object has no attribute '_latest_od_fused_event'
Traceback (most recent call last):
  File ""/opt/pioreactor/venv/lib/python3.13/site-packages/pioreactor/background_jobs/base.py"", line 485, in _callback
    return actual_callback(message)
  File ""/opt/pioreactor/venv/lib/python3.13/site-packages/pioreactor/automations/base.py"", line 302, in _set_od_fused
    self._latest_od_fused_event.set()
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'Thermostat' object has no attribute '_latest_od_fused_event'. Did you mean: 'latest_od_fused_at'?",app,DEBUG,temperature_automation,2026-09-05 07:30:06.609,1623.390833333333
Pulse experiments,pioreactor01,2026-09-05T01:45:06.856Z,"Initialized GPIO-18 using software-timing, initial frequency = 16 hz.",app,DEBUG,temperature_automation,2026-09-05 07:30:06.856,1623.390833333333
Pulse experiments,pioreactor01,2026-09-05T01:45:07.314Z,PID output = -0.65,app,DEBUG,temperature_automation,2026-09-05 07:30:07.314,1623.391111111111
Pulse experiments,pioreactor01,2026-09-05T01:45:07.316Z,UpdatedHeaterDC: delta_dc=-0.65,app,INFO,temperature_automation,2026-09-05 07:30:07.316,1623.391111111111
Pulse experiments,pioreactor01,2026-09-05T01:45:07.370Z,Ready.,app,INFO,temperature_automation,2026-09-05 07:30:07.370,1623.391111111111
Pulse experiments,pioreactor01,2026-09-05T01:45:07.372Z,temperature_automation is blocking until disconnected.,app,DEBUG,temperature_automation,2026-09-05 07:30:07.372,1623.391111111111
Pulse experiments,pioreactor01,2026-09-05T01:46:28.128Z,Init.,app,DEBUG,growth_rate_calculating,2026-09-05 07:31:28.128,1623.413611111111
Pulse experiments,pioreactor01,2026-09-05T01:46:28.190Z,Ready.,app,INFO,growth_rate_calculating,2026-09-05 07:31:28.190,1623.413611111111
Pulse experiments,pioreactor01,2026-09-05T01:46:28.192Z,Collecting warmup OD observations for growth-rate initialization.,app,INFO,growth_rate_calculating,2026-09-05 07:31:28.192,1623.413611111111
Pulse experiments,pioreactor01,2026-09-05T01:48:33.422Z,"features={'previous_heater_dc': 0.0, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 13.0, 'time_series_of_temp': [34.875, 34.833333333333336, 34.8125, 34.8125, 34.770833333333336, 34.75, 34.729166666666664, 34.6875, 34.6875, 34.645833333333336, 34.625, 34.625, 34.59375, 34.5625, 34.5625, 34.520833333333336, 34.5, 34.5, 34.447916666666664, 34.4375, 34.4375]}",app,DEBUG,temperature_automation,2026-09-05 07:33:33.422,1623.448333333333
Pulse experiments,pioreactor01,2026-09-05T01:48:33.521Z,PID output = 5.182000000000016,app,DEBUG,temperature_automation,2026-09-05 07:33:33.521,1623.448333333333
Pulse experiments,pioreactor01,2026-09-05T01:48:33.524Z,UpdatedHeaterDC: delta_dc=5.182000000000016,app,INFO,temperature_automation,2026-09-05 07:33:33.524,1623.448333333333
Pulse experiments,pioreactor01,2026-09-05T01:48:41.300Z,Collected 20 warmup OD observations.,app,DEBUG,growth_rate_calculating,2026-09-05 07:33:41.300,1623.450555555556
Pulse experiments,pioreactor01,2026-09-05T01:48:41.309Z,Loaded OD normalization factors from cache.,app,DEBUG,growth_rate_calculating,2026-09-05 07:33:41.309,1623.450555555556
Pulse experiments,pioreactor01,2026-09-05T01:48:41.311Z,od_normalization_mean={'1': 0.15056569580795942},app,DEBUG,growth_rate_calculating,2026-09-05 07:33:41.311,1623.450555555556
Pulse experiments,pioreactor01,2026-09-05T01:48:41.313Z,Replaying warmup OD observations into the live stream.,app,DEBUG,growth_rate_calculating,2026-09-05 07:33:41.313,1623.450555555556
Pulse experiments,pioreactor01,2026-09-05T01:48:41.315Z,"Warmup OD observations: [{'1': 4.774349271982297}, {'1': 4.768206311968389}, {'1': 4.780072670575687}, {'1': 4.785485245235102}, {'1': 4.751384382662583}, {'1': 4.755891229338118}, {'1': 4.761398626108706}, {'1': 4.750410371714223}, {'1': 4.747105322635677}, {'1': 4.737534718341427}, {'1': 4.744074829271191}, {'1': 4.741443904264444}, {'1': 4.744745011727143}, {'1': 4.740376610517493}, {'1': 4.7379057255266215}, {'1': 4.747558614612204}, {'1': 4.734025033935232}, {'1': 4.7184845017857375}, {'1': 4.711695432121027}, {'1': 4.704013918292018}]",app,DEBUG,growth_rate_calculating,2026-09-05 07:33:41.315,1623.450555555556
Pulse experiments,pioreactor01,2026-09-05T01:48:41.317Z,Initializing growth-rate filter from warmup observations.,app,INFO,growth_rate_calculating,2026-09-05 07:33:41.317,1623.450555555556
Pulse experiments,pioreactor01,2026-09-05T01:48:41.470Z,"Observation noise covariance matrix:
array([[2.5e-05]])",app,DEBUG,growth_rate_calculating,2026-09-05 07:33:41.470,1623.450555555556
Pulse experiments,pioreactor01,2026-09-05T01:48:41.473Z,ekf_outlier_std_threshold=5.0,app,DEBUG,growth_rate_calculating,2026-09-05 07:33:41.473,1623.450555555556
Pulse experiments,pioreactor01,2026-09-05T01:48:41.478Z,"Initial state: array([1.55148767, 0.        , 0.        ])",app,DEBUG,growth_rate_calculating,2026-09-05 07:33:41.478,1623.450555555556
Pulse experiments,pioreactor01,2026-09-05T01:48:41.483Z,"Initial covariance matrix:
array([[0.0025, 0.    , 0.    ],
       [0.    , 0.0009, 0.    ],
       [0.    , 0.    , 0.0025]])",app,DEBUG,growth_rate_calculating,2026-09-05 07:33:41.483,1623.450555555556
Pulse experiments,pioreactor01,2026-09-05T01:48:41.487Z,"Process noise covariance matrix:
array([[1.e-08, 0.e+00, 0.e+00],
       [0.e+00, 5.e-08, 0.e+00],
       [0.e+00, 0.e+00, 5.e-06]])",app,DEBUG,growth_rate_calculating,2026-09-05 07:33:41.487,1623.450555555556
Pulse experiments,pioreactor01,2026-09-05T01:51:53.415Z,"features={'previous_heater_dc': 5.18, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 13.0, 'time_series_of_temp': [35.510416666666664, 35.3125, 35.1875, 35.0625, 34.9375, 34.8125, 34.75, 34.625, 34.5625, 34.5, 34.4375, 34.395833333333336, 34.354166666666664, 34.3125, 34.25, 34.25, 34.1875, 34.145833333333336, 34.125, 34.09375, 34.0625]}",app,DEBUG,temperature_automation,2026-09-05 07:36:53.415,1623.503888888889
Pulse experiments,pioreactor01,2026-09-05T01:51:53.511Z,PID output = 4.479999999999967,app,DEBUG,temperature_automation,2026-09-05 07:36:53.511,1623.503888888889
Pulse experiments,pioreactor01,2026-09-05T01:51:53.513Z,UpdatedHeaterDC: delta_dc=4.479999999999967,app,INFO,temperature_automation,2026-09-05 07:36:53.513,1623.503888888889
Pulse experiments,pioreactor01,2026-09-05T01:55:13.423Z,"features={'previous_heater_dc': 9.66, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 13.0, 'time_series_of_temp': [36.40625, 36.010416666666664, 35.75, 35.5, 35.3125, 35.125, 35.0, 34.822916666666664, 34.697916666666664, 34.625, 34.5, 34.4375, 34.322916666666664, 34.260416666666664, 34.197916666666664, 34.145833333333336, 34.09375, 34.052083333333336, 34.0, 33.9375, 33.90625]}",app,DEBUG,temperature_automation,2026-09-05 07:40:13.423,1623.559444444444
