experiment,pioreactor_unit,timestamp,channel,intensity,source_of_event,timestamp_localtime,hours_since_experiment_created
Pulse experiments,pioreactor01,2026-09-05T02:31:28.011Z,C,10.0,,2026-09-05 08:16:28.011,1624.163611111111
Pulse experiments,pioreactor01,2026-09-05T02:41:28.059Z,C,0.0,,2026-09-05 08:26:28.059,1624.330277777778
Pulse experiments,pioreactor01,2026-09-05T02:51:28.113Z,C,0.0,,2026-09-05 08:36:28.113,1624.496944444444
Pulse experiments,pioreactor01,2026-09-05T03:01:28.179Z,C,0.0,,2026-09-05 08:46:28.179,1624.663611111111
Pulse experiments,pioreactor01,2026-09-05T03:11:28.234Z,C,0.0,,2026-09-05 08:56:28.234,1624.830277777778
Pulse experiments,pioreactor01,2026-09-05T03:21:28.296Z,C,0.0,,2026-09-05 09:06:28.296,1624.996944444444
Pulse experiments,pioreactor01,2026-09-05T03:31:28.358Z,C,25.0,,2026-09-05 09:16:28.358,1625.163611111111
Pulse experiments,pioreactor01,2026-09-05T03:41:28.416Z,C,0.0,,2026-09-05 09:26:28.416,1625.330277777778
Pulse experiments,pioreactor01,2026-09-05T03:51:28.623Z,C,0.0,,2026-09-05 09:36:28.623,1625.496944444444
Pulse experiments,pioreactor01,2026-09-05T04:01:28.673Z,C,0.0,,2026-09-05 09:46:28.673,1625.663611111111
Pulse experiments,pioreactor01,2026-09-05T04:11:28.738Z,C,0.0,,2026-09-05 09:56:28.738,1625.830277777778
Pulse experiments,pioreactor01,2026-09-05T04:21:28.804Z,C,0.0,,2026-09-05 10:06:28.804,1625.996944444444
Pulse experiments,pioreactor01,2026-09-05T04:31:28.868Z,C,45.0,,2026-09-05 10:16:28.868,1626.163611111111
Pulse experiments,pioreactor01,2026-09-05T04:41:28.923Z,C,0.0,,2026-09-05 10:26:28.923,1626.330277777778
Pulse experiments,pioreactor01,2026-09-05T04:51:28.991Z,C,0.0,,2026-09-05 10:36:28.991,1626.496944444444
Pulse experiments,pioreactor01,2026-09-05T05:01:29.042Z,C,0.0,,2026-09-05 10:46:29.042,1626.663888888889
Pulse experiments,pioreactor01,2026-09-05T05:11:29.114Z,C,0.0,,2026-09-05 10:56:29.114,1626.830555555556
Pulse experiments,pioreactor01,2026-09-05T05:21:29.172Z,C,0.0,,2026-09-05 11:06:29.172,1626.997222222222
Pulse experiments,pioreactor01,2026-09-05T05:31:29.233Z,C,15.0,,2026-09-05 11:16:29.233,1627.163888888889
Pulse experiments,pioreactor01,2026-09-05T05:41:29.297Z,C,0.0,,2026-09-05 11:26:29.297,1627.330555555556
Pulse experiments,pioreactor01,2026-09-05T05:51:29.353Z,C,0.0,,2026-09-05 11:36:29.353,1627.497222222222
Pulse experiments,pioreactor01,2026-09-05T06:01:29.414Z,C,0.0,,2026-09-05 11:46:29.414,1627.663888888889
Pulse experiments,pioreactor01,2026-09-05T06:11:29.486Z,C,0.0,,2026-09-05 11:56:29.486,1627.830555555556
Pulse experiments,pioreactor01,2026-09-05T06:21:29.546Z,C,0.0,,2026-09-05 12:06:29.546,1627.997222222222
Pulse experiments,pioreactor01,2026-09-05T06:31:29.615Z,C,35.0,,2026-09-05 12:16:29.615,1628.163888888889
Pulse experiments,pioreactor01,2026-09-05T06:41:29.678Z,C,0.0,,2026-09-05 12:26:29.678,1628.330555555556
Pulse experiments,pioreactor01,2026-09-05T06:51:29.735Z,C,0.0,,2026-09-05 12:36:29.735,1628.497222222222
Pulse experiments,pioreactor01,2026-09-05T07:01:29.799Z,C,0.0,,2026-09-05 12:46:29.799,1628.663888888889
Pulse experiments,pioreactor01,2026-09-05T07:11:29.853Z,C,0.0,,2026-09-05 12:56:29.853,1628.830555555556
Pulse experiments,pioreactor01,2026-09-05T07:21:29.915Z,C,0.0,,2026-09-05 13:06:29.915,1628.997222222222
Pulse experiments,pioreactor01,2026-09-05T07:31:29.973Z,C,50.0,,2026-09-05 13:16:29.973,1629.163888888889
Pulse experiments,pioreactor01,2026-09-05T07:41:30.033Z,C,0.0,,2026-09-05 13:26:30.033,1629.330833333333
Pulse experiments,pioreactor01,2026-09-05T07:51:30.094Z,C,0.0,,2026-09-05 13:36:30.094,1629.4975
Pulse experiments,pioreactor01,2026-09-05T08:01:30.157Z,C,0.0,,2026-09-05 13:46:30.157,1629.664166666667
Pulse experiments,pioreactor01,2026-09-05T08:11:30.227Z,C,0.0,,2026-09-05 13:56:30.227,1629.830833333333
